time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
9.174162,1.0588,-1.8914,1.6201,2.706
9.180457,0.8426,-1.8745,1.2284,2.394
9.188312,0.6206,-1.8060,0.8492,2.090
9.189955,0.4678,-1.6975,0.4631,1.821
9.194831,0.2871,-1.6199,0.0388,1.646
9.226001,0.1557,-1.4928,-0.3213,1.535
9.227327,0.1178,-1.3036,-0.6297,1.453
9.228316,0.1406,-1.1496,-0.9440,1.494
9.229053,0.1925,-0.9841,-1.2502,1.603
9.229628,0.2901,-0.8070,-1.5056,1.733
9.230321,0.3759,-0.6534,-1.6914,1.852
9.230898,0.4576,-0.4915,-1.7744,1.897
9.236459,0.5568,-0.3806,-1.8675,1.986
9.238993,0.6857,-0.3306,-1.9179,2.063
9.244030,0.8397,-0.2740,-1.9593,2.149
9.249488,0.9573,-0.2561,-1.9010,2.144
9.254610,1.0655,-0.2031,-1.8959,2.184
9.259180,1.1697,-0.1914,-1.8150,2.168
9.265639,1.2276,-0.2305,-1.7852,2.179
9.269402,1.2331,-0.2773,-1.7443,2.154
9.273925,1.2006,-0.2651,-1.7375,2.128
9.278832,1.1525,-0.2897,-1.6836,2.061
9.284335,1.0653,-0.3198,-1.6234,1.968
9.289330,0.9442,-0.3387,-1.5809,1.872
9.294258,0.8277,-0.2844,-1.5631,1.791
9.305601,0.6755,-0.2289,-1.5293,1.687
9.307108,0.5935,-0.1913,-1.4677,1.595
9.309311,0.4930,-0.1428,-1.3854,1.477
9.317482,0.3957,-0.1412,-1.3469,1.411
9.341462,0.3181,-0.1483,-1.3044,1.351
9.343636,0.2909,-0.1425,-1.2768,1.317
9.344743,0.3018,-0.2099,-1.2690,1.321
9.345706,0.2620,-0.1831,-1.2282,1.269
9.346359,0.2431,-0.1698,-1.2311,1.266
9.347020,0.1851,-0.1438,-1.2033,1.226
9.350526,0.0832,-0.1243,-1.1711,1.181
9.353967,0.0423,-0.0780,-1.0771,1.081
9.359559,-0.0145,-0.0293,-1.0024,1.003
9.365092,-0.0849,-0.0066,-0.9136,0.918
9.369143,-0.1048,0.0229,-0.8152,0.822
9.373952,-0.1387,0.0661,-0.7644,0.780
9.378803,-0.1437,0.1035,-0.6893,0.712
9.384514,-0.1433,0.1398,-0.6426,0.673
9.389114,-0.1544,0.1913,-0.6884,0.731
9.393894,-0.1721,0.2196,-0.6642,0.720
9.400735,-0.1583,0.2488,-0.7134,0.772
9.404075,-0.1489,0.3124,-0.7858,0.859
9.410228,-0.1680,0.3651,-0.8600,0.949
9.438592,-0.1609,0.4047,-0.9407,1.037
9.439531,-0.1609,0.4771,-0.9851,1.106
9.441322,-0.1706,0.5394,-1.0746,1.214
9.443662,-0.1924,0.5964,-1.1232,1.286
9.444730,-0.1498,0.6367,-1.1215,1.298
9.445422,-0.1217,0.7130,-1.1270,1.339
9.446085,-0.0650,0.7631,-1.1493,1.381
9.451836,-0.0423,0.7731,-1.1288,1.369
9.453556,-0.0127,0.7669,-1.1014,1.342
9.458872,0.0163,0.7616,-1.0743,1.317
9.464964,0.0330,0.7956,-0.9664,1.252
9.469019,0.0566,0.7850,-0.8351,1.148
9.474002,0.1186,0.8230,-0.6326,1.045
9.478832,0.1736,0.8348,-0.4208,0.951
9.484111,0.2172,0.8773,-0.1876,0.923
9.489160,0.2734,0.9166,0.0362,0.957
9.493854,0.2951,0.9041,0.2101,0.974
9.500615,0.2942,0.9284,0.4802,1.086
9.503973,0.3354,0.9412,0.6120,1.172
9.509053,0.3256,0.9829,0.7591,1.284
9.516431,0.3480,0.9700,1.0194,1.449
9.518743,0.3735,0.9954,1.2062,1.608
9.524284,0.3898,1.0137,1.3725,1.750
9.529757,0.3659,0.9887,1.4968,1.831
9.536507,0.3115,0.8938,1.6320,1.887
9.539690,0.2786,0.7940,1.6655,1.866
9.544119,0.2554,0.6462,1.6574,1.797
9.554600,0.2893,0.4485,1.5356,1.626
9.556190,0.2656,0.2832,1.3550,1.410
9.561811,0.2180,0.1582,1.1367,1.168
9.564017,0.1851,0.0980,0.9476,0.970
9.598413,0.0714,0.1178,0.7416,0.754
9.599971,-0.0324,0.1590,0.5756,0.598
9.601084,-0.1548,0.2293,0.4755,0.550
9.602052,-0.2730,0.3058,0.3905,0.566
9.603001,-0.4166,0.3846,0.4060,0.697
9.603992,-0.5935,0.4477,0.5191,0.907
9.604816,-0.7739,0.4806,0.7199,1.161
9.605445,-0.9387,0.5290,0.9748,1.453
9.609633,-0.9925,0.5016,1.2863,1.700
9.617999,-1.0454,0.4576,1.5662,1.938
9.619901,-1.0555,0.3940,1.9942,2.290
9.624057,-1.0057,0.2545,2.4011,2.616
9.628585,-0.8829,0.0758,2.7926,2.930
9.634542,-0.7032,-0.1387,3.1406,3.221
9.639090,-0.5109,-0.3709,3.3622,3.421
9.643617,-0.3430,-0.6270,3.4272,3.501
9.650613,-0.2678,-0.8389,3.5012,3.610
9.655333,-0.2384,-1.0384,3.3983,3.561
9.658944,-0.3048,-1.1474,3.1595,3.375
9.666729,-0.4623,-1.1873,2.8687,3.139
9.669380,-0.6615,-1.1771,2.4994,2.841
9.674104,-0.9108,-1.1280,2.0442,2.506
9.679004,-1.1332,-1.0655,1.6128,2.241
9.686760,-1.3305,-0.9601,1.1997,2.033
9.689046,-1.5205,-0.8062,0.8620,1.925
9.693985,-1.6539,-0.7035,0.6254,1.903
9.720353,-1.7199,-0.6492,0.4130,1.884
9.721830,-1.7191,-0.5758,0.1648,1.820
9.722582,-1.7112,-0.5360,0.0337,1.794
9.723654,-1.6653,-0.4740,-0.1529,1.738
9.724457,-1.6197,-0.4087,-0.3328,1.703
9.725099,-1.5380,-0.3946,-0.4035,1.638
9.729956,-1.4421,-0.3432,-0.4607,1.552
9.735177,-1.3816,-0.2994,-0.4424,1.481
9.738961,-1.2197,-0.3229,-0.4135,1.328
9.743424,-1.0399,-0.3587,-0.3331,1.149
9.748464,-0.8317,-0.4285,-0.2347,0.965
9.753808,-0.5870,-0.5420,-0.1132,0.807
9.758259,-0.2927,-0.6347,-0.0164,0.699
9.764831,-0.0726,-0.7454,0.0823,0.753
9.768843,0.1222,-0.8455,0.1638,0.870
9.773647,0.2256,-0.9067,0.1973,0.955
9.778704,0.3323,-0.9533,0.1400,1.019
9.789358,0.4307,-0.9760,0.0567,1.068
9.791175,0.4306,-0.9895,-0.0357,1.080
9.793936,0.3755,-0.9796,-0.1945,1.067
9.830720,0.3275,-1.0015,-0.3622,1.114
9.833876,0.2959,-1.0001,-0.5723,1.190
9.835993,0.2566,-1.0232,-0.8655,1.364
9.837108,0.1874,-1.0085,-1.1268,1.524
9.838055,0.1379,-1.0276,-1.4402,1.775
9.839783,0.1170,-1.0180,-1.6910,1.977
9.840408,0.1191,-1.0174,-1.9345,2.189
9.841094,0.1053,-0.9371,-2.1303,2.330
9.841708,0.1249,-0.8943,-2.3644,2.531
9.843700,0.1419,-0.8145,-2.5103,2.643
9.848494,0.1704,-0.7388,-2.6063,2.714
9.853810,0.1629,-0.6408,-2.7288,2.808
9.858642,0.1649,-0.5353,-2.7581,2.814
9.863998,0.1426,-0.4796,-2.7589,2.804
9.868794,0.1031,-0.4048,-2.7741,2.805
9.873606,0.0320,-0.2945,-2.7916,2.807
9.878330,-0.0109,-0.2371,-2.8329,2.843
9.884068,-0.0999,-0.1994,-2.8715,2.880
9.890179,-0.2060,-0.1500,-2.8908,2.902
9.893682,-0.2937,-0.0749,-2.9410,2.957
9.916403,-0.4613,-0.0050,-3.0030,3.038
9.917905,-0.6178,0.0119,-3.0624,3.124
9.918685,-0.7634,0.0838,-3.0476,3.143
9.919371,-0.9034,0.1483,-3.0257,3.161
9.920369,-1.0354,0.2297,-2.9729,3.156
9.923480,-1.1404,0.3206,-2.8941,3.127
9.928519,-1.2235,0.4377,-2.8010,3.088
9.934620,-1.2586,0.5210,-2.6938,3.019
9.938746,-1.2577,0.6236,-2.5559,2.916
9.943407,-1.2378,0.6572,-2.4280,2.803
9.948594,-1.2662,0.7029,-2.2384,2.666
9.953712,-1.2444,0.8614,-2.0731,2.567
9.958773,-1.2897,0.9294,-1.8511,2.440
9.963812,-1.3495,1.0119,-1.5936,2.321
9.968827,-1.3304,1.0943,-1.2768,2.144
9.973479,-1.2590,1.2005,-1.0058,2.009
9.978378,-1.1396,1.2249,-0.6512,1.795
9.986612,-0.9819,1.2008,-0.3040,1.581
9.988498,-0.7545,1.1901,0.0434,1.410
9.994208,-0.5140,1.1711,0.3789,1.334
10.018258,-0.2579,1.1079,0.7411,1.358
10.019425,-0.0574,1.0530,1.0222,1.469
10.020332,0.1722,1.0326,1.2465,1.628
10.021006,0.3191,1.0370,1.4569,1.817
10.021608,0.4265,1.0834,1.6079,1.985
10.023064,0.4688,1.1285,1.7762,2.156
10.028822,0.4586,1.1892,1.8397,2.238
10.034452,0.4225,1.2731,1.8986,2.325
10.038759,0.3553,1.3040,1.9386,2.363
10.043552,0.2809,1.3276,1.9667,2.389
10.048285,0.2299,1.3374,1.9490,2.375
10.053984,0.1653,1.2981,1.9476,2.346
10.058335,0.1343,1.1930,1.9815,2.317
10.065051,0.1484,1.0754,2.0385,2.310
10.068364,0.1282,0.9455,2.1017,2.308
10.075604,0.1542,0.7985,2.1903,2.336
10.079688,0.2175,0.6558,2.3020,2.403
10.084504,0.2849,0.4838,2.3697,2.435
10.088752,0.3833,0.3392,2.4466,2.500
10.093966,0.4086,0.2216,2.4848,2.528
10.129940,0.3978,0.2189,2.4464,2.488
10.131090,0.3520,0.2614,2.4178,2.457
10.131834,0.2432,0.3435,2.2723,2.311
10.132901,0.1761,0.4464,2.0723,2.127
10.133882,0.1449,0.5631,1.8558,1.945
10.134448,0.1365,0.6229,1.5389,1.666
10.134961,0.1624,0.6526,1.1955,1.372
10.135457,0.2150,0.7246,0.9282,1.197
10.139412,0.2913,0.8010,0.7751,1.152
10.146158,0.3890,0.9082,0.5565,1.134
10.149675,0.5172,0.9559,0.4541,1.178
10.153149,0.6276,0.9990,0.3816,1.240
10.158473,0.7415,0.9755,0.3129,1.265
10.163489,0.8532,0.9624,0.2978,1.320
10.168440,0.9911,0.8808,0.2838,1.356
10.173461,1.0859,0.7452,0.3569,1.365
10.178153,1.2117,0.5389,0.4741,1.408
10.184151,1.3019,0.2880,0.6546,1.485
10.188414,1.4122,0.0229,0.9083,1.679
10.193147,1.5126,-0.2913,1.1208,1.905
10.204431,1.5631,-0.5709,1.3402,2.137
10.205635,1.5503,-0.8438,1.5263,2.333
10.211062,1.4824,-1.0701,1.6627,2.471
10.213853,1.3463,-1.2704,1.7452,2.544
10.238290,1.2549,-1.4283,1.7284,2.569
10.240629,1.1799,-1.5759,1.6345,2.559
10.242008,1.0618,-1.7232,1.4587,2.495
10.242830,0.9557,-1.8514,1.2348,2.422
10.243590,0.8739,-1.9487,0.9174,2.324
10.244302,0.7774,-2.0004,0.6333,2.238
10.249874,0.6775,-2.0563,0.2698,2.182
10.253527,0.5519,-2.0656,-0.0895,2.140
10.258522,0.4683,-1.9992,-0.3800,2.088
10.263569,0.3298,-1.9019,-0.6691,2.043
10.268545,0.1994,-1.8040,-0.9307,2.040
10.273336,0.1212,-1.6431,-1.0835,1.972
10.278225,0.0629,-1.4976,-1.2094,1.926
10.283799,0.0808,-1.3310,-1.3514,1.899
10.288355,0.0524,-1.1575,-1.3974,1.815
10.293195,0.0945,-0.9962,-1.3737,1.700
10.298426,0.1760,-0.8374,-1.3140,1.568
10.305084,0.2663,-0.7003,-1.2422,1.451
10.309741,0.3851,-0.5471,-1.1174,1.302
10.314699,0.5836,-0.4477,-1.0184,1.256
10.320118,0.7508,-0.4120,-0.8711,1.222
10.324156,0.9642,-0.3707,-0.7804,1.295
10.329045,1.1358,-0.3364,-0.7820,1.419
10.342302,1.2690,-0.3184,-0.8209,1.545
10.344376,1.3719,-0.3354,-0.8901,1.669
10.346020,1.4591,-0.2940,-0.9969,1.791
10.390390,1.5143,-0.2558,-1.0744,1.874
10.392543,1.4687,-0.2035,-1.2115,1.915
10.394616,1.4279,-0.1220,-1.3463,1.966
10.396854,1.3681,-0.0327,-1.4431,1.989
10.398105,1.3279,0.0341,-1.5669,2.054
10.399327,1.2546,0.0765,-1.6700,2.090
10.400513,1.1384,0.1119,-1.7742,2.111
10.401195,1.0730,0.1382,-1.8847,2.173
10.401917,1.0124,0.1870,-1.9059,2.166
10.402524,0.9618,0.1821,-1.9529,2.184
10.403184,0.8686,0.2074,-1.8918,2.092
10.403980,0.7804,0.2245,-1.8544,2.024
10.408523,0.6878,0.2449,-1.7517,1.898
10.413430,0.6145,0.2393,-1.6386,1.766
10.420106,0.4963,0.2193,-1.5030,1.598
10.423622,0.4287,0.2011,-1.3328,1.414
10.428356,0.3133,0.1481,-1.2302,1.278
10.461562,0.2094,0.1433,-1.1376,1.166
10.463779,0.1216,0.0906,-0.9901,1.002
10.465811,0.0306,0.0803,-0.8831,0.887
10.466881,-0.0834,0.0692,-0.8475,0.854
10.467738,-0.2035,0.0664,-0.8114,0.839
10.469100,-0.2895,0.0931,-0.7817,0.839
10.470486,-0.3777,0.1038,-0.7872,0.879
10.471015,-0.4421,0.1580,-0.8323,0.956
10.473430,-0.4973,0.1818,-0.8885,1.034
10.477820,-0.5125,0.1922,-0.9079,1.060
10.483170,-0.5263,0.2180,-0.9673,1.123
10.487884,-0.4952,0.2929,-1.0285,1.178
10.493193,-0.4889,0.3311,-1.1226,1.268
10.498915,-0.4096,0.3663,-1.2068,1.326
10.503943,-0.4030,0.4014,-1.2668,1.389
10.507964,-0.3327,0.4439,-1.3052,1.418
10.513502,-0.3016,0.5058,-1.2720,1.402
10.519254,-0.2255,0.5798,-1.2891,1.431
10.523589,-0.1906,0.5709,-1.2897,1.423
10.528271,-0.1726,0.6202,-1.2620,1.417
10.535597,-0.1497,0.6965,-1.2083,1.403
10.538225,-0.1221,0.7235,-1.1217,1.340
10.543309,-0.1302,0.7517,-1.0596,1.306
10.550527,-0.1453,0.7304,-0.9835,1.234
10.553303,-0.1410,0.7291,-0.8266,1.111
10.558844,-0.1984,0.7187,-0.6558,0.993
10.563701,-0.2549,0.7041,-0.4781,0.888
10.573758,-0.3438,0.7492,-0.2982,0.877
10.575486,-0.4747,0.7459,-0.0895,0.889
10.579951,-0.5924,0.7607,0.1002,0.969
10.608683,-0.7095,0.7694,0.3287,1.097
10.610207,-0.8095,0.7763,0.4812,1.220
10.611116,-0.9215,0.7286,0.5365,1.291
10.612115,-1.0464,0.7100,0.6333,1.414
10.613308,-1.1386,0.6916,0.7286,1.518
10.615925,-1.2395,0.6712,0.8272,1.634
10.617169,-1.2613,0.5891,0.8619,1.637
10.623478,-1.2187,0.5602,0.9047,1.618
10.625657,-1.1840,0.4869,0.9336,1.584
10.628342,-1.1190,0.3695,0.9319,1.502
10.633048,-0.9951,0.2614,0.9638,1.410
10.639606,-0.8668,0.1770,0.9576,1.304
10.643113,-0.7883,0.1573,0.9657,1.256
10.649499,-0.8020,0.1882,0.9831,1.283
10.653292,-0.7805,0.2482,0.9859,1.282
10.657826,-0.7593,0.3642,1.0146,1.319
10.663172,-0.7768,0.4768,1.0808,1.414
10.668387,-0.7712,0.5316,1.0957,1.441
10.673372,-0.7261,0.6394,1.2144,1.553
10.678128,-0.6660,0.7478,1.3553,1.685
10.683815,-0.5770,0.8192,1.5277,1.827
10.687951,-0.4022,0.8612,1.7480,1.990
10.692755,-0.2565,0.8336,2.0376,2.216
10.698060,-0.1136,0.8174,2.4157,2.553
10.706085,0.0751,0.7692,2.7915,2.897
10.708228,0.2601,0.6574,3.1893,3.267
10.713531,0.3664,0.4472,3.5786,3.625
10.741167,0.5145,0.1950,3.8954,3.934
10.743695,0.6103,-0.0530,4.2006,4.245
10.745986,0.6168,-0.2859,4.3365,4.389
10.748529,0.5403,-0.5148,4.3185,4.383
10.749582,0.3894,-0.7311,4.1329,4.215
10.750499,0.1794,-0.8830,3.8041,3.909
10.751352,-0.0509,-0.9898,3.3133,3.458
10.753388,-0.2928,-1.0848,2.7537,2.974
10.758017,-0.5239,-1.1122,2.1922,2.513
10.763177,-0.7624,-1.1261,1.5948,2.096
10.768247,-1.0131,-1.0919,1.0471,1.821
10.773029,-1.1921,-1.0040,0.5750,1.661
10.778060,-1.3557,-0.8930,0.2020,1.636
10.782815,-1.4578,-0.7869,-0.1108,1.660
10.787920,-1.5454,-0.6977,-0.4448,1.753
10.792701,-1.6214,-0.5934,-0.6975,1.862
10.798397,-1.6791,-0.4789,-0.8190,1.929
10.803574,-1.6858,-0.3493,-0.9075,1.946
10.808004,-1.6680,-0.2783,-0.9777,1.953
10.813248,-1.6382,-0.1676,-0.9604,1.906
10.818051,-1.5578,-0.1131,-0.9035,1.804
10.822961,-1.4581,-0.0811,-0.7351,1.635
10.827772,-1.3003,-0.0888,-0.5678,1.422
10.836926,-1.1224,-0.1267,-0.3487,1.182
10.839082,-0.9449,-0.2288,-0.0751,0.975
10.847794,-0.7191,-0.3263,0.1553,0.805
10.849001,-0.5083,-0.4531,0.3905,0.785
10.877094,-0.3285,-0.5404,0.4899,0.800
10.878324,-0.1308,-0.6240,0.6593,0.917
10.879154,0.0430,-0.7115,0.7481,1.033
10.879959,0.1485,-0.7814,0.7972,1.126
10.880661,0.2868,-0.7958,0.7709,1.144
10.881664,0.3495,-0.7906,0.7434,1.140
10.891132,0.4091,-0.7874,0.6118,1.078
10.893127,0.4179,-0.7813,0.4742,1.005
10.895184,0.4125,-0.7578,0.2685,0.904
10.898823,0.4314,-0.7786,-0.0296,0.891
10.903503,0.4102,-0.7502,-0.3627,0.929
10.907749,0.4558,-0.7272,-0.6854,1.098
10.915213,0.4195,-0.7112,-1.0221,1.314
10.918091,0.3966,-0.6876,-1.3658,1.580
10.923119,0.4082,-0.7061,-1.6952,1.881
10.927566,0.4273,-0.7375,-1.9913,2.166
10.932822,0.4342,-0.7193,-2.2305,2.384
10.938311,0.4665,-0.7275,-2.4037,2.554
10.942774,0.5186,-0.7669,-2.6088,2.768
10.948926,0.5279,-0.7680,-2.7527,2.906
10.953182,0.5538,-0.7307,-2.8020,2.948
10.958176,0.5673,-0.7148,-2.8621,3.004
10.963252,0.5686,-0.6179,-2.8324,2.954
10.968390,0.5333,-0.5838,-2.7845,2.895
10.972957,0.4498,-0.5057,-2.7205,2.803
10.977868,0.3420,-0.4151,-2.6257,2.680
10.988282,0.2287,-0.3294,-2.5575,2.589
10.989925,0.0644,-0.2657,-2.4412,2.456
10.993022,-0.1010,-0.2050,-2.3870,2.398
11.000932,-0.2244,-0.1311,-2.3706,2.385
11.003297,-0.3947,-0.0849,-2.3104,2.345
11.030086,-0.5691,-0.0283,-2.2759,2.346
11.033382,-0.6665,0.0197,-2.2359,2.333
11.035320,-0.7402,0.0683,-2.2691,2.388
11.036980,-0.7981,0.0822,-2.2778,2.415
11.038704,-0.8211,0.0858,-2.2622,2.408
11.041284,-0.7978,0.1419,-2.2465,2.388
11.042926,-0.7761,0.2101,-2.2189,2.360
11.043750,-0.6792,0.2646,-2.1151,2.237
11.049934,-0.6167,0.3396,-1.9690,2.091
11.053570,-0.5815,0.4350,-1.8357,1.974
11.058020,-0.5250,0.4792,-1.6124,1.762
11.064769,-0.4588,0.5992,-1.3637,1.559
11.070112,-0.3823,0.6536,-1.1806,1.403
11.078301,-0.2714,0.7141,-0.9457,1.216
11.079327,-0.1348,0.6967,-0.6828,0.985
11.104466,0.0312,0.6972,-0.4541,0.833
11.105498,0.1573,0.6793,-0.2404,0.738
11.106063,0.3046,0.6814,-0.0584,0.749
11.106589,0.4137,0.6576,0.1422,0.790
11.107106,0.4493,0.6989,0.3184,0.890
11.107627,0.4327,0.6878,0.5156,0.962
11.112740,0.4047,0.7323,0.6357,1.051
11.117711,0.3191,0.8059,0.8151,1.190
11.122872,0.2067,0.9037,0.9845,1.352
11.127528,0.1000,0.9204,1.1223,1.455
11.133514,0.0365,0.9448,1.2861,1.596
11.138209,0.0610,0.9050,1.4471,1.708
11.142888,0.1056,0.8419,1.5599,1.776
11.147644,0.1486,0.7676,1.7011,1.872
11.152654,0.2591,0.6870,1.8180,1.961
11.157758,0.3371,0.5809,1.9441,2.057
11.162828,0.4164,0.4588,2.0029,2.097
11.168200,0.5239,0.3778,2.1023,2.199
11.173297,0.5816,0.2586,2.2303,2.319
11.180450,0.6194,0.1460,2.3083,2.394
11.206228,0.6402,0.0613,2.2597,2.349
11.208063,0.5998,0.0090,2.1710,2.252
11.208922,0.4583,0.0056,2.0492,2.100
11.209878,0.3858,0.0990,1.8561,1.898
11.210570,0.3166,0.1676,1.6108,1.650
11.211170,0.2588,0.2218,1.3727,1.414
11.212510,0.3166,0.2646,1.2064,1.275
11.219884,0.3573,0.2726,0.9989,1.095
11.222502,0.4352,0.2991,0.8006,0.959
11.228950,0.5192,0.3202,0.6566,0.896
11.234031,0.6667,0.3455,0.5455,0.928
11.238805,0.8537,0.3441,0.4432,1.022
11.242978,0.9651,0.3710,0.3999,1.109
11.249041,1.0558,0.4001,0.3869,1.193
11.253758,1.1881,0.4125,0.4087,1.322
11.258966,1.3043,0.4249,0.4653,1.449
11.267407,1.4350,0.3633,0.5999,1.597
11.270346,1.6350,0.2305,0.8337,1.850
11.280841,1.7701,0.0259,1.0426,2.055
11.282756,1.9530,-0.1692,1.3129,2.359
11.286035,2.0622,-0.3719,1.6446,2.664
11.288226,2.1042,-0.6097,1.9089,2.906
11.296851,2.1236,-0.7927,2.0847,3.080
11.304728,2.0405,-1.0078,2.3301,3.257
11.306792,1.9062,-1.2180,2.4876,3.362
11.308307,1.8120,-1.3519,2.5502,3.408
11.313240,1.6537,-1.4941,2.5109,3.357
11.331317,1.5131,-1.5850,2.3677,3.226
11.332707,1.3283,-1.6634,2.1278,3.010
11.333728,1.1184,-1.7265,1.8247,2.750
11.334830,0.9338,-1.7671,1.4633,2.477
11.337878,0.7662,-1.7705,1.0817,2.212
11.343536,0.5573,-1.7526,0.7707,1.994
11.348835,0.3915,-1.6725,0.4369,1.772
11.353329,0.2239,-1.5388,0.1521,1.562
11.357668,0.0740,-1.4179,-0.0841,1.422
11.363722,-0.0618,-1.2712,-0.3146,1.311
11.367909,-0.1245,-1.0839,-0.4966,1.199
11.373015,-0.1243,-0.8703,-0.5775,1.052
11.377184,-0.0877,-0.7065,-0.6678,0.976
11.382495,0.0143,-0.5206,-0.7195,0.888
11.387748,0.1939,-0.2796,-0.7041,0.782
11.392428,0.3943,-0.1340,-0.6144,0.742
11.397453,0.6116,-0.0147,-0.6108,0.864
11.403909,0.7912,0.0614,-0.6047,0.998
11.407868,0.9340,0.1157,-0.5362,1.083
11.412902,1.0789,0.1407,-0.5297,1.210
11.422509,1.1667,0.1291,-0.5971,1.317
11.424521,1.1910,0.1239,-0.6236,1.350
11.428286,1.1999,0.1250,-0.6832,1.386
11.461233,1.1220,0.0918,-0.6948,1.323
11.462563,1.0248,0.0576,-0.7730,1.285
11.463363,0.8821,0.0583,-0.9084,1.268
11.464113,0.7175,0.0559,-1.0124,1.242
11.465949,0.5864,0.0551,-1.1017,1.249
11.466740,0.4188,-0.0059,-1.1957,1.267
11.469306,0.2504,0.0000,-1.3351,1.358
11.470376,0.1286,-0.0010,-1.4625,1.468
11.472637,-0.0046,-0.0565,-1.5638,1.565
11.478021,-0.0919,-0.0965,-1.6631,1.668
11.483456,-0.1790,-0.0992,-1.7365,1.748
11.488322,-0.2638,-0.1314,-1.7722,1.797
11.492800,-0.3440,-0.1259,-1.7561,1.794
11.498131,-0.3813,-0.1308,-1.7598,1.805
11.502756,-0.4234,-0.1104,-1.6541,1.711
11.507785,-0.4605,-0.0887,-1.5993,1.667
11.513547,-0.5068,-0.0401,-1.4900,1.574
11.521773,-0.4927,-0.0222,-1.3882,1.473
11.523530,-0.4878,-0.0136,-1.3176,1.405
11.527196,-0.5254,-0.0099,-1.2616,1.367
11.543224,-0.5359,-0.0015,-1.2104,1.324
11.556708,-0.5700,0.0136,-1.1519,1.285
11.558798,-0.5440,0.0329,-1.0549,1.187
11.560334,-0.5371,0.0324,-1.0438,1.174
11.561401,-0.5546,0.0123,-0.9990,1.143
11.562594,-0.5322,0.0347,-0.9778,1.114
11.563877,-0.4768,0.0659,-0.9275,1.045
11.589769,-0.4750,0.0772,-0.8386,0.967
11.590803,-0.4335,0.1235,-0.8115,0.928
11.591484,-0.4048,0.1664,-0.7481,0.867
11.592224,-0.3818,0.1339,-0.6770,0.789
11.592952,-0.3193,0.1696,-0.6268,0.724
11.593593,-0.2531,0.1920,-0.6166,0.694
11.598512,-0.1807,0.1702,-0.5748,0.626
11.603724,-0.0926,0.2094,-0.6018,0.644
11.607350,-0.0175,0.2214,-0.5828,0.624
11.612934,0.0710,0.2425,-0.5803,0.633
11.618277,0.1875,0.2728,-0.5824,0.670
11.626784,0.2604,0.3099,-0.5676,0.697
11.628062,0.3381,0.3278,-0.5503,0.724
11.633519,0.3657,0.3335,-0.4995,0.703
11.638245,0.4173,0.3802,-0.4298,0.710
11.643149,0.4691,0.3889,-0.4058,0.732
11.648230,0.4928,0.4456,-0.3580,0.755
11.653070,0.4811,0.5264,-0.2792,0.766
11.659351,0.4822,0.5573,-0.2176,0.768
11.662896,0.4579,0.6075,-0.1323,0.772
11.669966,0.4082,0.6316,0.0006,0.752
11.686334,0.3760,0.6845,0.1500,0.795
11.687575,0.2988,0.6894,0.3422,0.826
11.688232,0.2243,0.7179,0.5535,0.934
11.690087,0.1352,0.6955,0.7314,1.018
11.693666,0.0649,0.6889,0.9144,1.147
11.697839,0.0277,0.6832,1.0310,1.237
11.703883,0.0068,0.6063,1.1364,1.288
11.708228,-0.0071,0.5418,1.1471,1.269
11.713084,-0.0400,0.4585,1.1278,1.218
11.719152,-0.0200,0.3470,1.1095,1.163
11.723454,-0.0331,0.2821,1.0251,1.064
11.729194,-0.0842,0.1899,0.8934,0.917
11.733422,-0.2163,0.1809,0.8078,0.856
11.737891,-0.4320,0.2145,0.7943,0.929
11.747639,-0.6668,0.2985,0.7522,1.049
11.748703,-0.8426,0.3709,0.7410,1.182
11.754854,-0.9908,0.4457,0.7850,1.340
11.762631,-1.1480,0.4898,0.8456,1.508
11.773526,-1.1902,0.4792,0.9347,1.587
11.776237,-1.1299,0.4688,0.9736,1.564
11.777741,-1.0704,0.4089,0.9789,1.507
11.778929,-0.9473,0.3094,0.9552,1.380
11.805314,-0.8039,0.2956,0.9427,1.274
11.806791,-0.7025,0.2697,0.9053,1.177
11.809038,-0.6526,0.2445,0.9454,1.175
11.811400,-0.5249,0.2326,1.0914,1.233
11.813492,-0.4198,0.2870,1.2735,1.371
11.814547,-0.3299,0.2426,1.5467,1.600
11.815369,-0.1910,0.1851,1.9064,1.925
11.817738,-0.0259,0.0756,2.3097,2.311
11.822813,0.0303,-0.0563,2.6403,2.641
11.827790,0.0830,-0.2194,2.9395,2.949
11.837253,0.1056,-0.4056,3.1866,3.214
11.839570,0.1257,-0.5999,3.2413,3.299
11.843862,0.0993,-0.7725,3.1523,3.247
11.848075,-0.0061,-0.9142,2.9723,3.110
11.853592,-0.1950,-1.0779,2.6132,2.833
11.858557,-0.3479,-1.1987,2.1705,2.504
11.862649,-0.5757,-1.2662,1.6418,2.152
11.869762,-0.8312,-1.2888,1.1151,1.896
11.872792,-1.1205,-1.3088,0.5829,1.819
11.878420,-1.3638,-1.2459,0.0828,1.849
11.917081,-1.5747,-1.1875,-0.3379,2.001
11.920146,-1.7311,-1.1062,-0.6965,2.169
11.923065,-1.8153,-0.9800,-0.9861,2.286
11.925821,-1.8667,-0.8630,-1.1403,2.351
11.927539,-1.8435,-0.7405,-1.2623,2.354
11.928562,-1.8154,-0.5670,-1.2853,2.295
11.930144,-1.7157,-0.4141,-1.2836,2.182
