time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
5.066078,-0.0515,-0.0759,0.0308,0.097
5.071522,-0.0522,-0.0756,0.0474,0.103
5.076309,-0.0860,-0.0609,0.0186,0.107
5.081380,-0.0743,-0.0961,0.0779,0.144
5.088641,-0.0791,-0.1049,0.0891,0.159
5.093500,-0.0739,-0.0993,0.0196,0.125
5.097140,-0.0803,-0.0868,0.0195,0.120
5.102780,-0.0935,-0.1341,0.0148,0.164
5.107095,-0.0992,-0.1265,-0.0183,0.162
5.111476,-0.1546,-0.1071,-0.0035,0.188
5.118241,-0.1550,-0.1049,-0.0220,0.188
5.121383,-0.1295,-0.0720,0.0120,0.149
5.126737,-0.1662,-0.0657,-0.0088,0.179
5.131987,-0.1747,-0.0454,-0.0008,0.180
5.137510,-0.1265,-0.0207,-0.0569,0.140
5.141889,-0.1455,-0.0390,-0.0460,0.158
5.146489,-0.1100,-0.0147,-0.0588,0.126
5.157222,-0.0890,-0.0070,-0.0644,0.110
5.159351,-0.1059,0.0412,-0.0156,0.115
5.165675,-0.0371,0.0513,0.0043,0.063
5.167250,-0.0209,0.0282,-0.0307,0.047
5.182988,0.0310,0.0149,-0.0085,0.035
5.184705,0.0612,0.0044,-0.0958,0.114
5.185798,0.0465,-0.0007,-0.1234,0.132
5.186698,-0.0081,-0.0126,-0.1105,0.111
5.191190,-0.0121,-0.0289,-0.1097,0.114
5.195930,-0.0256,-0.0161,-0.0925,0.097
5.201868,-0.0511,0.0113,-0.0543,0.075
5.207414,-0.0531,0.0292,0.0001,0.061
5.211416,-0.0815,0.0115,0.0112,0.083
5.217297,-0.0672,0.0392,0.0198,0.080
5.222107,-0.0416,0.0428,0.0047,0.060
5.228534,-0.0211,0.0224,0.0135,0.034
5.233497,-0.0079,0.0234,0.0722,0.076
5.236411,0.0050,0.0168,0.0618,0.064
5.240972,0.0154,0.0171,0.0872,0.090
5.245885,0.0301,0.0218,0.1221,0.128
5.254452,0.0589,0.0332,0.1070,0.127
5.257573,0.0589,0.0300,0.0613,0.090
5.262171,0.0422,0.0359,0.0637,0.084
5.276575,0.0210,0.0558,0.0638,0.087
5.277875,0.0380,0.0539,0.0379,0.076
5.278689,0.0313,0.0637,0.0336,0.079
5.281739,0.0532,0.0617,0.0223,0.084
5.287351,0.0539,0.0620,0.0181,0.084
5.291456,0.0572,0.0389,-0.0052,0.069
5.297190,0.0465,0.0187,-0.0332,0.060
5.304128,0.0575,0.0157,-0.0540,0.080
5.307456,0.0446,0.0440,-0.0749,0.098
5.311136,0.0697,0.0440,-0.0697,0.108
5.316282,0.0140,-0.0125,-0.0695,0.072
5.322655,0.0110,0.0032,-0.0173,0.021
5.327866,0.0268,-0.0047,0.0296,0.040
5.332293,-0.0053,0.0088,0.0499,0.051
5.338203,-0.0282,0.0105,0.0985,0.103
5.340625,-0.0228,-0.0189,0.1278,0.131
5.345632,-0.0105,0.0111,0.1808,0.181
5.355056,0.0179,0.0023,0.1291,0.130
5.357324,0.0389,-0.0047,0.1636,0.168
5.363738,0.0289,0.0021,0.2124,0.214
5.367345,0.0381,-0.0180,0.1875,0.192
5.380470,0.0546,0.0185,0.1512,0.162
5.382044,0.0759,0.0066,0.1321,0.152
5.383426,0.1041,-0.0152,0.1181,0.158
5.387223,0.0870,-0.0110,0.0451,0.099
5.392724,0.0699,0.0145,0.0083,0.072
5.397754,0.0863,0.0041,-0.0211,0.089
5.404842,0.0667,-0.0132,-0.0573,0.089
5.406131,0.0543,0.0077,-0.1028,0.117
5.410923,0.0562,-0.0092,-0.1267,0.139
5.418772,0.0531,-0.0116,-0.1244,0.136
5.421187,0.0356,0.0005,-0.1103,0.116
5.425911,0.0205,-0.0040,-0.1605,0.162
5.430999,0.0219,-0.0058,-0.1534,0.155
5.435844,0.0350,0.0471,-0.1012,0.117
5.440723,0.0311,0.0284,-0.0781,0.089
5.445718,0.0484,0.0242,-0.0575,0.079
5.451932,0.0557,0.0296,-0.0609,0.088
5.457460,0.0487,-0.0006,-0.0762,0.090
5.460809,0.0942,0.0241,-0.0676,0.118
5.469965,0.0946,0.0321,-0.0520,0.113
5.472331,0.0885,0.0258,-0.0485,0.104
5.476193,0.0924,0.0293,-0.0498,0.109
5.481561,0.0732,0.0115,-0.0489,0.089
5.486063,0.1094,-0.0038,-0.0480,0.120
5.492298,0.0627,-0.0116,-0.0685,0.094
5.497265,0.0736,-0.0262,-0.0820,0.113
5.501948,0.0845,-0.0356,-0.0100,0.092
5.507137,0.0645,-0.0779,0.0185,0.103
5.511114,0.0540,-0.0461,0.0586,0.092
5.518204,0.0599,-0.0597,0.0675,0.108
5.523118,0.0611,-0.0566,0.0431,0.094
5.525914,0.0290,-0.0465,0.0380,0.067
5.531011,0.0188,-0.0557,0.0472,0.075
5.536634,0.0064,-0.0271,0.0612,0.067
5.542655,0.0134,-0.0298,0.0657,0.073
5.546015,0.0277,-0.0185,0.0395,0.052
5.552270,0.0207,-0.0026,0.0158,0.026
5.556864,0.0094,-0.0060,0.0233,0.026
5.561557,0.0293,0.0193,-0.0144,0.038
5.568106,-0.0148,-0.0052,-0.0473,0.050
5.572262,-0.0181,0.0039,-0.0420,0.046
5.576521,-0.0356,0.0299,-0.0417,0.062
5.582244,-0.0533,0.0158,0.0035,0.056
5.586793,-0.0618,0.0093,-0.0040,0.063
5.591936,-0.0729,0.0342,0.0429,0.091
5.595822,-0.0416,0.0094,0.0370,0.056
5.606015,-0.0037,0.0232,0.0808,0.084
5.607942,-0.0138,0.0369,0.1100,0.117
5.611443,-0.0072,-0.0016,0.1508,0.151
5.628236,0.0351,-0.0043,0.1557,0.160
5.630847,0.0723,-0.0453,0.1631,0.184
5.632769,0.1001,-0.0744,0.1539,0.198
5.634340,0.0804,-0.1012,0.1117,0.171
5.639374,0.0826,-0.0853,0.1484,0.190
5.642276,0.0756,-0.0866,0.1446,0.185
5.646846,0.0594,-0.0836,0.0840,0.133
5.652073,0.0412,-0.1021,0.0311,0.114
5.657931,0.0208,-0.0921,0.0049,0.095
5.661588,-0.0040,-0.0301,-0.0140,0.033
5.669798,0.0046,-0.0067,-0.0255,0.027
5.671720,-0.0247,-0.0406,-0.0440,0.065
5.677246,-0.0373,-0.0291,-0.0695,0.084
5.682354,-0.0145,-0.0199,-0.0995,0.102
5.687491,0.0009,-0.0416,-0.1484,0.154
5.691723,-0.0082,-0.0416,-0.1137,0.121
5.695627,-0.0033,-0.0128,-0.1032,0.104
5.702718,-0.0226,-0.0054,-0.1024,0.105
5.706022,-0.0352,-0.0075,-0.1040,0.110
5.711672,-0.0125,0.0382,-0.0891,0.098
5.717350,-0.0118,-0.0046,-0.0885,0.089
5.721817,0.0003,-0.0255,-0.0760,0.080
5.726251,0.0216,0.0180,-0.0209,0.035
5.731461,-0.0073,0.0040,-0.0042,0.009
5.736140,0.0093,-0.0264,-0.0685,0.074
5.741880,0.0449,-0.0351,-0.0586,0.082
5.746190,0.0591,-0.0319,-0.0773,0.102
5.755351,0.0618,-0.0168,-0.0769,0.100
5.757243,0.0414,-0.0301,-0.0861,0.100
5.761787,0.0524,-0.0457,-0.0857,0.110
5.766896,0.0972,-0.0300,-0.1045,0.146
5.779668,0.0492,-0.0450,-0.0782,0.103
5.780598,0.0208,-0.0452,-0.0974,0.109
5.781196,-0.0002,-0.0712,-0.0597,0.093
5.792459,-0.0165,-0.0920,-0.0247,0.097
5.794185,-0.0186,-0.0865,-0.0162,0.090
5.811498,-0.0185,-0.0524,-0.0078,0.056
5.812586,-0.0331,-0.0258,0.0077,0.043
5.813664,-0.0148,-0.0567,0.0209,0.062
5.815669,-0.0444,-0.0426,0.0152,0.063
5.817078,-0.0312,-0.0336,0.0286,0.054
5.823008,-0.0038,-0.0557,0.0610,0.083
5.826502,0.0067,-0.0138,0.0624,0.064
5.831903,-0.0256,0.0014,0.0591,0.064
5.836359,-0.0242,-0.0052,0.0323,0.041
5.841469,-0.0369,-0.0047,-0.0038,0.037
5.845457,-0.0135,-0.0162,-0.0181,0.028
5.851619,-0.0185,-0.0088,-0.0156,0.026
5.856305,-0.0113,-0.0513,-0.0441,0.069
5.861213,-0.0182,-0.0647,-0.0629,0.092
5.869056,0.0269,-0.0445,-0.0959,0.109
5.872100,0.0122,-0.0076,-0.1360,0.137
5.876505,-0.0024,0.0104,-0.1331,0.134
5.881146,-0.0122,0.0001,-0.0663,0.067
5.896283,-0.0199,-0.0075,0.0094,0.023
5.898982,-0.0086,0.0041,0.0392,0.040
5.902893,-0.0168,-0.0199,0.0426,0.050
5.904550,-0.0252,-0.0129,0.0508,0.058
5.906101,-0.0287,-0.0319,0.0446,0.062
5.911407,-0.0035,-0.0295,0.0717,0.078
5.918035,-0.0426,-0.0225,0.1272,0.136
5.921253,-0.0480,-0.0206,0.0945,0.108
5.926291,-0.0509,0.0143,0.1476,0.157
5.931644,-0.0490,-0.0156,0.1482,0.157
5.936317,-0.0611,-0.0478,0.1632,0.181
5.942581,-0.0517,0.0005,0.1308,0.141
5.945815,-0.0254,-0.0136,0.0964,0.101
5.953282,-0.0084,-0.0466,0.0766,0.090
5.956915,-0.0151,-0.0415,0.0498,0.067
5.961903,-0.0096,-0.0461,0.0518,0.070
5.968200,-0.0302,0.0017,0.0467,0.056
5.972082,-0.0315,-0.0030,-0.0036,0.032
5.976503,-0.0280,0.0041,0.0177,0.033
5.983514,-0.0314,0.0279,-0.0086,0.043
5.987004,-0.0203,0.0326,-0.0443,0.059
5.994387,-0.0163,0.0445,-0.0323,0.057
5.996485,0.0332,0.0658,-0.0726,0.103
6.029486,0.0278,0.0729,-0.0676,0.103
6.032224,0.0057,0.0707,-0.0484,0.086
6.036657,0.0101,0.0664,-0.0914,0.113
6.039295,0.0145,0.0885,-0.0795,0.120
6.040766,0.0212,0.0988,-0.0938,0.138
6.042034,0.0040,0.0853,-0.1129,0.142
6.043608,0.0035,0.0982,-0.0393,0.106
6.044532,-0.0162,0.1207,-0.0660,0.138
6.045121,0.0163,0.0930,-0.0380,0.102
6.045843,-0.0016,0.0848,-0.0244,0.088
6.052554,-0.0005,0.1146,-0.0039,0.115
6.056720,0.0193,0.0802,0.0022,0.083
6.061516,0.0153,0.0841,0.0249,0.089
6.065828,0.0207,0.0950,0.0260,0.101
6.072028,0.0094,0.0796,0.0153,0.082
6.076217,0.0409,0.0856,0.0142,0.096
6.081560,0.0461,0.0775,0.0368,0.097
6.087844,0.0346,0.0742,0.0616,0.102
6.090941,0.0422,0.0448,0.0862,0.106
6.095830,0.0141,0.0438,0.1083,0.118
6.101781,0.0310,0.0261,0.0947,0.103
6.106572,0.0335,-0.0060,0.1479,0.152
6.110989,0.0147,-0.0167,0.1152,0.117
6.117778,0.0221,-0.0231,0.1092,0.114
6.121580,-0.0084,0.0035,0.1248,0.125
6.125901,-0.0075,-0.0131,0.1308,0.132
6.130966,0.0077,-0.0132,0.1464,0.147
6.139917,0.0133,-0.0324,0.1381,0.143
6.143421,0.0333,-0.0278,0.0541,0.069
6.146406,0.0392,-0.0423,-0.0055,0.058
6.158821,0.0334,-0.0567,-0.0006,0.066
6.160193,0.0422,-0.0637,-0.0123,0.077
6.161112,0.0463,-0.0824,-0.0312,0.100
6.165600,0.0217,-0.0840,-0.0833,0.120
6.171246,0.0139,-0.1163,-0.0828,0.143
6.175726,0.0177,-0.0957,-0.1038,0.142
6.180536,-0.0119,-0.0724,-0.1415,0.159
6.185476,0.0082,-0.0846,-0.1292,0.155
6.191104,-0.0195,-0.0610,-0.1526,0.166
6.196098,-0.0235,-0.0372,-0.1214,0.129
6.201006,0.0053,-0.0540,-0.1023,0.116
6.206701,0.0023,-0.0658,-0.0549,0.086
6.211438,0.0130,-0.0753,-0.0292,0.082
6.216069,0.0394,-0.0635,0.0131,0.076
6.221328,0.0363,-0.0903,0.0244,0.100
6.224922,0.0398,-0.0774,0.0313,0.092
6.230740,0.0997,-0.0580,0.0527,0.127
6.235050,0.1255,-0.0325,0.1146,0.173
6.240523,0.1225,-0.0269,0.1004,0.161
6.245062,0.2004,-0.0268,0.1152,0.233
6.252301,0.2332,-0.0082,0.0873,0.249
6.256657,0.2689,0.0124,0.0383,0.272
6.261098,0.3003,-0.0004,-0.0364,0.303
6.265448,0.2801,-0.0199,-0.0821,0.293
6.272772,0.3131,-0.0292,-0.1017,0.330
6.275270,0.3058,-0.0591,-0.1048,0.329
6.280336,0.2655,-0.0548,-0.1391,0.305
6.285491,0.2210,-0.0518,-0.1356,0.264
6.291377,0.1648,-0.0314,-0.0851,0.188
6.297570,0.0610,-0.0461,-0.0520,0.092
6.302611,0.0595,-0.0150,0.0139,0.063
6.306300,0.0198,0.0069,0.0577,0.061
6.310399,0.0230,-0.0236,0.0393,0.051
6.317110,0.0427,0.0102,0.1137,0.122
6.321079,0.0599,0.0151,0.1780,0.188
6.327043,0.1103,-0.0278,0.2230,0.250
6.332198,0.0918,0.0026,0.1895,0.211
6.336095,0.1021,0.0084,0.2112,0.235
6.341322,0.1148,-0.0486,0.2450,0.275
6.347393,0.1252,-0.0299,0.2505,0.282
6.351492,0.1215,0.0068,0.2349,0.265
6.355885,0.1153,0.0376,0.2008,0.235
6.361324,0.0805,0.0152,0.2054,0.221
6.370521,0.0815,0.0329,0.1461,0.170
6.372376,0.0894,0.0262,0.0780,0.121
6.375923,0.0666,0.0408,0.0129,0.079
6.381509,0.0870,0.0292,-0.0185,0.094
6.385557,0.0766,0.0536,-0.0403,0.102
6.391786,0.0784,0.0784,-0.0716,0.132
6.395214,0.0592,0.0680,-0.1006,0.135
6.404466,0.0617,0.0704,-0.1298,0.160
6.405993,0.0599,0.0783,-0.1592,0.187
6.411069,0.0253,0.0633,-0.1222,0.140
6.415626,0.0269,0.0374,-0.1502,0.157
6.428162,0.0048,0.0147,-0.1449,0.146
6.429983,0.0184,0.0120,-0.0712,0.074
6.431573,-0.0112,-0.0209,-0.0388,0.045
6.439052,-0.0316,-0.0176,-0.0115,0.038
6.441314,-0.0713,0.0118,0.0820,0.109
6.446157,-0.0755,-0.0280,0.1298,0.153
6.450809,-0.0587,-0.0207,0.1537,0.166
6.455803,-0.0328,-0.0190,0.1589,0.163
6.460889,-0.0358,-0.0231,0.2001,0.205
6.466414,-0.0435,-0.0116,0.2106,0.215
6.471435,-0.0013,-0.0155,0.1906,0.191
6.476389,-0.0045,-0.0512,0.1761,0.183
6.482088,-0.0053,-0.0354,0.1550,0.159
6.487556,0.0056,-0.0347,0.0490,0.060
6.491109,0.0165,-0.0491,-0.0343,0.062
6.495152,-0.0156,-0.0354,-0.0313,0.050
6.503119,-0.0405,-0.0387,-0.0732,0.092
6.505786,-0.0038,0.0031,-0.1053,0.105
6.510418,-0.0057,0.0139,-0.1870,0.188
6.515512,-0.0055,0.0580,-0.2063,0.214
6.521948,0.0135,0.0666,-0.2257,0.236
6.525494,0.0113,0.0851,-0.2690,0.282
6.531124,0.0781,0.0995,-0.2766,0.304
6.535917,0.0759,0.0861,-0.2419,0.268
6.541232,0.0695,0.1118,-0.2745,0.304
6.545833,0.0756,0.1028,-0.2622,0.292
6.552526,0.0867,0.0805,-0.2790,0.303
6.556169,0.0412,0.0832,-0.2486,0.265
6.561020,0.0247,0.0820,-0.2238,0.240
6.566917,0.0131,0.0414,-0.2019,0.207
6.573293,-0.0009,0.0185,-0.1189,0.120
6.576911,-0.0436,0.0174,-0.0533,0.071
6.580350,-0.0862,0.0140,-0.0381,0.095
6.586686,-0.0929,-0.0036,0.0767,0.121
6.590816,-0.0995,-0.0094,0.1265,0.161
6.595356,-0.1106,-0.0016,0.1502,0.187
6.603379,-0.0786,-0.0018,0.2310,0.244
6.606126,-0.1179,-0.0314,0.2237,0.255
6.610666,-0.1092,-0.0165,0.2168,0.243
6.618622,-0.0954,-0.0336,0.2224,0.244
6.621892,-0.0932,-0.0442,0.1761,0.204
6.626226,-0.0767,-0.0508,0.1138,0.146
6.631303,-0.1363,-0.0483,0.0548,0.155
6.637083,-0.1479,-0.0653,-0.0107,0.162
6.640911,-0.0907,-0.0417,-0.0662,0.120
6.645754,-0.0892,-0.0229,-0.0809,0.123
6.656919,-0.0928,-0.0015,-0.1027,0.138
6.660255,-0.0872,0.0108,-0.1246,0.152
6.662849,-0.0677,0.0283,-0.1253,0.145
6.667662,-0.0818,0.0275,-0.1453,0.169
6.680807,-0.0392,0.0271,-0.1250,0.134
6.684391,-0.0021,0.0154,-0.0956,0.097
6.686903,0.0084,-0.0238,-0.0669,0.071
6.688384,0.0091,0.0113,-0.0220,0.026
6.690902,0.0409,0.0156,-0.0061,0.044
6.695589,0.0394,0.0366,0.0690,0.087
6.702258,0.0501,0.0122,0.1007,0.113
6.705322,0.0563,-0.0288,0.1227,0.138
6.712125,0.0391,0.0111,0.1589,0.164
6.716725,0.0556,0.0028,0.1949,0.203
6.720910,0.0202,-0.0035,0.2118,0.213
6.726361,0.0473,0.0041,0.1694,0.176
6.730025,0.0386,0.0208,0.1085,0.117
6.737647,0.0066,-0.0057,0.1029,0.103
6.741009,0.0198,-0.0442,0.1047,0.115
6.745149,0.0041,-0.0257,0.0566,0.062
6.751991,0.0167,-0.0454,0.0780,0.092
6.756074,-0.0091,-0.0081,0.0683,0.069
6.760807,-0.0185,0.0336,0.0564,0.068
6.765770,-0.0377,0.0057,0.0710,0.081
6.771166,-0.0472,0.0657,0.0569,0.099
6.775547,-0.0685,0.0918,0.0597,0.129
6.780493,-0.0327,0.0771,0.0460,0.096
6.788811,-0.0233,0.0529,0.0064,0.058
6.798316,0.0266,0.0525,-0.0448,0.074
6.800662,0.0596,0.0571,-0.0363,0.090
6.801884,0.0831,0.0309,-0.0754,0.116
6.814689,0.0592,0.0100,-0.1072,0.123
6.819355,0.0643,0.0228,-0.1223,0.140
6.821719,0.0197,0.0451,-0.1255,0.135
6.823801,-0.0007,0.0603,-0.0979,0.115
6.824753,-0.0587,0.0495,-0.1204,0.143
6.829808,-0.0593,0.0648,-0.1286,0.156
6.836217,-0.0437,0.0234,-0.1677,0.175
6.840737,-0.0260,0.0446,-0.1639,0.172
6.844876,-0.0013,0.0470,-0.1462,0.154
6.851935,0.0232,0.0452,-0.1407,0.150
6.855648,0.0049,0.0320,-0.1498,0.153
6.860803,0.0038,0.0454,-0.1210,0.129
6.865108,-0.0041,0.0117,-0.1140,0.115
6.871758,-0.0212,0.0191,-0.0551,0.062
6.875306,-0.0288,-0.0256,-0.0396,0.055
6.880575,-0.0482,-0.0292,0.0066,0.057
6.886069,-0.0795,-0.0328,0.0381,0.094
6.890410,-0.0894,-0.0127,0.0219,0.093
6.895149,-0.1232,-0.0165,0.0296,0.128
6.902565,-0.1380,-0.0325,0.0398,0.147
6.905708,-0.0959,-0.0251,0.0834,0.130
6.910294,-0.1373,-0.0110,0.0984,0.169
6.915164,-0.1099,-0.0477,0.1349,0.180
6.921396,-0.0805,-0.0847,0.1454,0.187
6.931027,-0.0706,-0.0864,0.1300,0.171
6.932390,-0.0517,-0.1032,0.1412,0.182
6.944820,-0.0547,-0.0897,0.1266,0.165
6.946238,-0.0365,-0.0699,0.1481,0.168
6.947350,-0.0541,-0.0486,0.1199,0.140
6.955922,-0.0334,-0.0397,0.0327,0.061
6.958103,-0.0127,0.0068,-0.0251,0.029
6.961380,-0.0085,-0.0085,-0.0612,0.062
6.968496,-0.0160,-0.0069,-0.0306,0.035
6.972175,-0.0088,0.0095,-0.0504,0.052
6.977820,0.0174,0.0500,-0.1012,0.114
6.982562,0.0460,-0.0087,-0.1709,0.177
6.986419,0.0862,-0.0138,-0.1456,0.170
6.990595,0.1426,0.0273,-0.1851,0.235
6.994673,0.1347,-0.0190,-0.1249,0.185
7.000311,0.1175,0.0143,-0.0727,0.139
7.005494,0.1220,0.0386,-0.0452,0.136
7.010287,0.1098,0.0182,0.0270,0.115
7.015746,0.1311,0.0100,0.0938,0.162
7.021216,0.1285,-0.0053,0.1529,0.200
7.025121,0.1259,-0.0230,0.2115,0.247
7.030818,0.1020,0.0063,0.2344,0.256
7.040290,0.1022,0.0110,0.1909,0.217
7.042522,0.0529,0.0149,0.1528,0.162
7.052047,0.0469,0.0059,0.1441,0.152
7.053704,0.0481,0.0152,0.1310,0.140
7.054907,-0.0171,-0.0028,0.0948,0.096
7.064363,-0.0511,0.0404,0.0498,0.082
7.066197,-0.0233,0.0422,0.0079,0.049
7.070755,0.0062,0.0151,-0.0288,0.033
7.075290,0.0536,-0.0096,-0.0816,0.098
7.080290,0.0642,0.0253,-0.1268,0.144
7.085325,0.1119,0.0412,-0.1528,0.194
7.091108,0.1375,0.0625,-0.1551,0.217
7.096223,0.1626,0.0654,-0.1769,0.249
7.100351,0.1614,0.0640,-0.1963,0.262
7.105986,0.1868,0.1087,-0.1803,0.281
7.111048,0.1959,0.1062,-0.1602,0.274
7.116232,0.1533,0.0690,-0.1407,0.219
7.121844,0.1568,0.0423,-0.1192,0.201
7.125437,0.1677,0.0353,-0.1078,0.202
7.130098,0.1337,0.0098,-0.1085,0.172
7.143435,0.1074,0.0325,-0.0383,0.119
7.144801,0.0623,0.0314,0.0147,0.071
7.145777,0.0246,0.0206,0.0389,0.050
7.154018,-0.0152,0.0453,0.0297,0.056
7.155673,-0.0381,0.0384,0.0612,0.082
7.160216,-0.0441,0.0215,0.0785,0.093
7.165145,-0.0386,0.0039,0.1009,0.108
7.170591,-0.0288,0.0024,0.0924,0.097
7.175575,-0.0147,-0.0141,0.0323,0.038
7.180876,0.0154,-0.0121,0.0275,0.034
7.186832,-0.0100,-0.0203,0.0303,0.038
7.192605,0.0002,0.0114,-0.0023,0.012
7.196968,0.0246,0.0354,-0.0321,0.054
7.200727,0.0034,0.0258,-0.0307,0.040
7.205470,-0.0101,-0.0125,-0.0434,0.046
7.209873,-0.0068,0.0067,-0.1202,0.121
7.215685,-0.0200,-0.0001,-0.1229,0.125
7.220438,-0.0306,-0.0113,-0.0950,0.100
7.224954,-0.0005,-0.0170,-0.1363,0.137
7.230100,-0.0300,-0.0104,-0.1443,0.148
7.237251,-0.0355,-0.0365,-0.1502,0.159
7.239864,-0.0193,-0.0499,-0.1230,0.134
7.245018,-0.0407,-0.0272,-0.1201,0.130
7.257105,-0.0234,-0.0206,-0.1175,0.122
7.258046,-0.0320,-0.0159,-0.0820,0.089
7.260159,-0.0402,-0.0157,-0.0469,0.064
7.265775,-0.0649,-0.0461,-0.0146,0.081
7.270254,-0.0537,-0.0498,0.0433,0.085
7.276577,-0.0618,-0.0249,0.0865,0.109
7.280131,-0.0603,-0.0262,0.0865,0.109
7.285136,-0.0327,0.0058,0.0581,0.067
7.290731,-0.0405,0.0019,0.0750,0.085
7.294328,-0.0406,0.0026,0.0846,0.094
7.300618,-0.0378,0.0056,0.0753,0.084
7.305164,-0.0581,-0.0010,0.0517,0.078
7.312219,-0.0777,0.0090,0.0236,0.082
7.314655,-0.0804,0.0237,0.0124,0.085
7.320996,-0.0902,0.0073,-0.0058,0.091
7.325586,-0.1380,0.0099,-0.0191,0.140
7.331062,-0.1148,0.0291,0.0058,0.119
7.335878,-0.1068,0.0146,0.0117,0.108
7.341010,-0.1211,0.0402,0.0225,0.130
7.345554,-0.1194,0.0437,0.0572,0.139
7.353628,-0.0922,0.0516,0.0514,0.117
7.356492,-0.0540,0.0756,0.0720,0.118
7.360564,-0.0309,0.0584,0.0928,0.114
7.365484,0.0226,0.0292,0.0945,0.101
7.373308,0.1110,0.0308,0.1131,0.161
7.375463,0.1465,0.0561,0.0792,0.176
7.381246,0.1295,0.0456,0.0884,0.163
7.395403,0.0963,0.0373,0.0786,0.130
7.396666,0.1018,0.0765,0.0546,0.139
7.397539,0.0839,0.0776,0.0402,0.121
7.407803,0.0667,0.0857,0.0402,0.116
7.408946,0.0574,0.0820,0.0093,0.101
7.409677,0.0628,0.0475,-0.0119,0.080
7.416723,0.0519,0.0517,-0.0070,0.074
7.421216,0.0628,-0.0033,0.0071,0.063
7.425809,0.0901,-0.0172,0.0306,0.097
7.430238,0.0626,-0.0142,0.0395,0.075
7.436038,0.0567,-0.0467,0.0389,0.083
7.440971,0.0389,-0.0340,0.0810,0.096
7.444468,0.0473,-0.0096,0.0991,0.110
7.449894,0.0319,0.0144,0.0886,0.095
7.454404,0.0141,0.0118,0.0831,0.085
7.459432,0.0201,0.0493,0.1039,0.117
7.464585,0.0047,0.0648,0.0559,0.086
7.469171,0.0061,0.0345,0.0393,0.053
7.474119,0.0290,0.0611,0.0112,0.069
7.479369,0.0138,0.0444,-0.0474,0.066
7.486476,0.0318,0.0276,-0.0769,0.088
7.489508,0.0945,0.0276,-0.0752,0.124
7.494164,0.0664,0.0372,-0.0689,0.103
7.501580,0.0546,0.0518,-0.0747,0.106
7.508209,0.0497,0.0452,-0.0995,0.120
7.509352,0.0091,0.0581,-0.1148,0.129
7.514489,-0.0051,0.0951,-0.1255,0.158
7.524862,0.0376,0.0777,-0.1221,0.150
7.525830,0.0398,0.0775,-0.1284,0.155
7.529809,0.0279,0.0589,-0.0756,0.100
7.535028,0.0068,0.0289,-0.1042,0.108
7.539398,-0.0020,-0.0054,-0.0827,0.083
7.543946,0.0440,-0.0487,-0.0686,0.095
7.549723,0.0211,-0.0322,-0.0666,0.077
7.554604,-0.0017,-0.0396,-0.0147,0.042
7.559612,0.0019,-0.0400,0.0178,0.044
7.564456,-0.0493,-0.0762,-0.0306,0.096
7.569326,-0.0573,-0.0578,-0.0214,0.084
7.574572,-0.0772,-0.0255,0.0257,0.085
7.579289,-0.0951,-0.0150,0.0275,0.100
7.585207,-0.0846,-0.0360,0.0319,0.097
7.589733,-0.0769,0.0167,0.0316,0.085
7.594182,-0.0527,0.0188,-0.0185,0.059
7.601034,-0.0312,0.0090,-0.0206,0.038
7.604574,0.0114,0.0180,-0.0250,0.033
7.609470,0.0205,0.0034,-0.0104,0.023
7.614489,0.0461,-0.0156,-0.0365,0.061
7.619104,0.0525,-0.0011,-0.0600,0.080
7.624258,0.0496,-0.0078,-0.0193,0.054
7.629621,0.0302,-0.0331,-0.0432,0.062
7.635737,0.0039,-0.0082,-0.0053,0.011
7.639610,0.0039,-0.0119,0.0038,0.013
7.644505,-0.0198,-0.0439,-0.0063,0.049
7.654697,-0.0456,-0.0472,-0.0139,0.067
7.656411,-0.0284,-0.0384,0.0284,0.056
7.659977,-0.0138,-0.0605,0.0180,0.065
7.664746,-0.0325,-0.0468,0.0456,0.073
7.671645,-0.0510,-0.0379,0.0636,0.090
7.680962,-0.0835,-0.0220,-0.0065,0.087
7.682162,-0.0869,-0.0157,0.0143,0.089
7.701398,-0.0616,-0.0333,0.0278,0.075
7.702985,-0.0743,-0.0342,0.0175,0.084
7.704056,-0.0847,-0.0162,0.0357,0.093
7.704621,-0.1166,-0.0483,0.0896,0.155
7.705152,-0.0725,-0.0115,0.1098,0.132
7.709550,-0.0861,-0.0297,0.0967,0.133
7.714437,-0.0596,0.0042,0.0720,0.094
7.720630,-0.0668,-0.0102,0.1260,0.143
7.723845,-0.0482,-0.0035,0.1110,0.121
7.728864,-0.0013,-0.0187,0.1296,0.131
7.734325,0.0190,0.0061,0.1292,0.131
7.739021,0.0246,0.0161,0.1196,0.123
7.743815,0.0514,0.0326,0.1269,0.141
7.748646,0.0732,0.0440,0.1271,0.153
7.754163,0.1044,0.0408,0.1037,0.153
7.758890,0.0927,0.0708,0.0426,0.124
7.763560,0.0909,0.0626,-0.0062,0.111
7.770833,0.1227,0.0260,-0.0285,0.129
7.773919,0.1310,0.0491,-0.0626,0.153
7.788443,0.1562,0.0842,-0.1107,0.209
7.789380,0.1317,0.0837,-0.1231,0.199
7.793315,0.1077,0.0695,-0.1569,0.203
7.794155,0.1173,0.0560,-0.1646,0.210
7.803225,0.0842,0.0645,-0.0894,0.139
