time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
13.570639,0.0109,0.0278,-0.0351,0.046
13.575885,0.0479,0.0073,-0.0415,0.064
13.585509,0.0658,0.0223,-0.0671,0.097
13.587479,0.0525,-0.0033,-0.0522,0.074
13.591559,0.0438,0.0329,0.0005,0.055
13.596205,0.1014,0.0213,0.0386,0.111
13.604641,0.0277,0.0335,0.0741,0.086
13.608340,0.0157,-0.0040,0.1618,0.163
13.612810,0.0295,-0.0338,0.2064,0.211
13.616110,0.0073,-0.0274,0.2010,0.203
13.621669,-0.0194,-0.0159,0.1009,0.104
13.630805,-0.0386,0.0240,-0.0600,0.075
13.633146,-0.0384,0.0397,-0.1439,0.154
13.636210,-0.0239,-0.0091,-0.1821,0.184
13.666446,0.0311,-0.0270,-0.1586,0.164
13.667760,0.0529,-0.0094,-0.1022,0.115
13.668510,0.0558,0.0222,-0.0347,0.069
13.669275,0.0495,0.0252,0.0536,0.077
13.669974,0.0457,0.0331,0.1034,0.118
13.672308,0.0373,0.0270,0.1149,0.124
13.674199,-0.0021,0.0165,0.0981,0.100
13.677505,-0.0513,-0.0057,-0.1154,0.126
13.680736,-0.0843,-0.0233,-0.2369,0.253
13.686796,-0.0155,-0.0415,-0.2890,0.292
13.690478,0.0145,-0.0390,-0.3007,0.304
13.697670,0.0109,0.0031,-0.3104,0.311
13.701768,0.0047,0.0158,-0.2017,0.202
13.707056,0.0314,0.0160,-0.0918,0.098
13.712069,0.0223,-0.0195,-0.0446,0.054
13.716084,0.0467,-0.0308,0.0997,0.114
13.720597,-0.0262,-0.0414,0.1884,0.195
13.745326,-0.1077,-0.0207,0.1271,0.168
13.746719,-0.1574,-0.0021,-0.0047,0.157
13.747696,-0.1707,-0.0118,-0.0143,0.172
13.748739,-0.1647,0.0023,-0.0689,0.179
13.749777,-0.1302,-0.0078,-0.1209,0.178
13.750571,-0.0484,-0.0181,-0.1086,0.120
13.758234,0.0374,-0.0119,-0.1084,0.115
13.760673,0.0820,-0.0249,-0.0727,0.112
13.765949,0.1073,-0.0211,-0.0634,0.126
13.772892,0.0896,-0.0079,-0.0232,0.093
13.777349,0.0316,-0.0066,-0.0167,0.036
13.782331,0.0098,-0.0006,-0.0220,0.024
13.786596,0.0214,-0.0184,-0.0013,0.028
13.790658,0.0307,-0.0597,0.0194,0.070
13.795344,0.0355,-0.0838,0.0637,0.111
13.800116,0.0477,-0.0693,0.0841,0.119
13.806726,0.0507,-0.0879,0.1281,0.163
13.810400,0.0160,-0.0965,0.1268,0.160
13.815318,-0.0181,-0.0643,0.1281,0.144
13.821737,-0.0733,-0.0463,0.0512,0.101
13.825319,-0.1237,-0.0000,-0.0582,0.137
13.830383,-0.0794,-0.0302,-0.0716,0.111
13.835826,0.0260,-0.0342,-0.1088,0.117
13.840945,0.0595,0.0019,-0.1363,0.149
13.845652,0.0501,0.0113,-0.2019,0.208
13.850620,0.0238,0.0201,-0.2268,0.229
13.860764,-0.0122,0.0021,-0.2517,0.252
13.862527,-0.0458,-0.0283,-0.2081,0.215
13.865749,-0.0673,-0.0045,-0.1296,0.146
13.870930,-0.0554,-0.0050,-0.0853,0.102
13.894889,-0.0464,0.0417,0.0037,0.062
13.897385,-0.0611,0.0690,0.0682,0.115
13.900891,-0.0115,0.0914,0.1155,0.148
13.903198,0.0094,0.0095,0.1175,0.118
13.905624,-0.0387,0.0164,0.1007,0.109
13.907510,-0.0220,0.0332,0.1602,0.165
13.908429,0.0089,-0.0355,0.1600,0.164
13.910171,-0.0124,-0.0416,0.1575,0.163
13.915478,-0.0096,-0.0164,0.2098,0.211
13.921668,-0.0331,0.0139,0.2099,0.213
13.925692,-0.0446,0.0086,0.2221,0.227
13.931242,-0.0467,0.0039,0.1657,0.172
13.937925,-0.0464,0.0255,0.0815,0.097
13.941278,-0.0652,0.0020,0.0146,0.067
13.945821,-0.0744,-0.0166,-0.0279,0.081
13.950355,-0.0266,-0.0067,-0.0583,0.064
13.958387,0.0186,-0.0066,-0.0268,0.033
13.960499,0.0708,0.0004,-0.0220,0.074
13.965345,0.1085,0.0262,0.0397,0.118
13.970585,0.0961,0.0543,0.0890,0.142
13.978039,0.1076,0.0469,0.1381,0.181
13.982794,0.0905,0.0468,0.0848,0.133
13.988582,0.0781,0.0419,-0.0036,0.089
14.011433,0.1085,0.0062,-0.0415,0.116
14.012492,0.1361,-0.0009,-0.0411,0.142
14.014850,0.1158,0.0016,-0.0288,0.119
14.016238,0.0787,-0.0009,0.0262,0.083
14.017171,0.0674,0.0133,0.0761,0.103
14.017951,0.0298,0.0179,0.0615,0.071
14.020440,0.0018,0.0392,0.0139,0.042
14.026710,-0.0309,0.0152,-0.0545,0.064
14.030576,-0.0442,-0.0014,-0.0369,0.058
14.035637,0.0403,0.0177,-0.0576,0.073
14.042341,0.0652,0.0105,-0.0949,0.116
14.045717,0.0428,0.0199,-0.0583,0.075
14.050822,0.0758,0.0104,-0.0459,0.089
14.056732,0.0424,-0.0061,-0.0241,0.049
14.062470,0.0262,-0.0083,-0.0288,0.040
14.066024,0.0152,0.0014,0.0117,0.019
14.071653,-0.0001,-0.0009,-0.0101,0.010
14.076528,0.0014,0.0159,-0.0459,0.049
14.081509,-0.0115,-0.0030,-0.0433,0.045
14.086021,-0.0032,-0.0456,-0.0882,0.099
14.092787,0.0572,-0.0428,-0.0545,0.090
14.096117,0.0647,-0.0400,-0.0020,0.076
14.101113,0.0172,-0.0088,-0.0139,0.024
14.115251,-0.0136,0.0315,-0.0045,0.035
14.117261,0.0126,0.0122,0.0169,0.024
14.119189,0.0265,-0.0165,-0.0212,0.038
14.121851,0.0120,-0.0189,-0.0568,0.061
14.156360,-0.0021,-0.0140,-0.0682,0.070
14.159561,0.0007,-0.0284,-0.1321,0.135
14.161211,0.0061,-0.0310,-0.1599,0.163
14.162184,0.0141,-0.0410,-0.1143,0.122
14.163400,0.0341,-0.0581,-0.0786,0.104
14.164368,0.0206,-0.0467,-0.0741,0.090
14.165663,-0.0335,-0.0403,-0.0198,0.056
14.167062,-0.0543,-0.0576,0.0557,0.097
14.168010,-0.0591,-0.0627,0.1164,0.145
14.172427,-0.0927,-0.0582,0.1247,0.166
14.177700,-0.0884,-0.0772,0.0903,0.148
14.180376,-0.0607,-0.0555,0.1230,0.148
14.188633,0.0169,0.0019,0.0391,0.043
14.193261,0.0322,0.0042,0.0083,0.034
14.196196,0.0285,0.0636,-0.0176,0.072
14.200523,0.0775,0.0395,-0.0552,0.103
14.207783,0.1074,0.0320,-0.0713,0.133
14.211741,0.0853,0.0315,-0.0520,0.105
14.215962,0.0590,0.0641,-0.0519,0.101
14.221024,0.0353,0.0441,-0.0543,0.078
14.226646,0.0379,0.0694,-0.0163,0.081
14.230688,0.0525,0.0302,0.0165,0.063
14.235308,0.0408,0.0008,0.0062,0.041
14.246191,0.0411,0.0073,0.0483,0.064
14.248414,0.0249,-0.0027,0.0356,0.044
14.255346,0.0539,0.0232,0.1014,0.117
14.256160,0.0449,-0.0032,0.1145,0.123
14.280118,-0.0065,-0.0125,0.1086,0.110
14.282565,-0.0598,0.0140,0.0530,0.081
14.285061,-0.0724,0.0097,0.0313,0.079
14.286233,-0.0921,0.0030,-0.0354,0.099
14.286970,-0.1545,-0.0086,-0.1182,0.195
14.289932,-0.1333,0.0080,-0.1436,0.196
14.290614,-0.0814,-0.0067,-0.1215,0.146
14.295249,-0.0348,-0.0122,-0.1118,0.118
14.300819,0.0184,0.0154,-0.0689,0.073
14.306338,0.0305,-0.0001,-0.0028,0.031
14.310974,0.0043,-0.0036,0.0890,0.089
14.315843,-0.0433,-0.0235,0.1185,0.128
14.320705,-0.1006,-0.0311,0.1077,0.151
14.325946,-0.1458,-0.0077,0.0829,0.168
14.330946,-0.1551,-0.0343,0.0560,0.168
14.335338,-0.1289,-0.0511,-0.0229,0.140
14.343827,-0.0554,-0.0254,-0.0443,0.075
14.346042,-0.0013,-0.0095,-0.0111,0.015
14.351696,0.0051,-0.0009,0.0716,0.072
14.387532,0.0473,-0.0134,0.1015,0.113
14.391058,0.0300,-0.0162,0.1835,0.187
14.393114,-0.0178,-0.0090,0.2579,0.259
14.394570,-0.0224,-0.0275,0.2584,0.261
14.396130,-0.0905,0.0141,0.1761,0.198
14.398792,-0.1102,0.0129,0.1041,0.152
14.400363,-0.1441,0.0117,-0.0457,0.152
14.401430,-0.0853,-0.0159,-0.1492,0.173
14.402094,-0.0202,-0.0223,-0.1715,0.174
14.403299,0.0516,-0.0316,-0.1297,0.143
14.406297,0.0442,0.0016,-0.0980,0.108
14.410685,0.0579,0.0391,-0.0215,0.073
14.415476,0.0616,0.0359,0.1161,0.136
14.420630,0.0268,0.0400,0.0914,0.103
14.425325,-0.0078,0.0396,0.1265,0.133
14.430730,-0.0141,0.0107,0.1021,0.104
14.436227,-0.0181,-0.0153,-0.0288,0.037
14.441472,0.0017,-0.0412,-0.0945,0.103
14.446411,0.0238,-0.0222,-0.0650,0.073
14.450779,0.0152,-0.0009,-0.1095,0.111
14.456167,-0.0287,-0.0061,-0.0588,0.066
14.460862,0.0016,-0.0304,-0.0039,0.031
14.465416,0.0009,-0.0237,0.0054,0.024
14.469976,-0.0284,-0.0383,0.1119,0.122
14.475453,0.0138,-0.0360,0.1466,0.152
14.480023,-0.0011,-0.0072,0.1241,0.124
14.485177,0.0197,0.0001,0.1043,0.106
14.496933,0.0570,0.0005,0.1109,0.125
14.499388,0.0228,0.0484,0.0986,0.112
14.501637,0.0791,0.0534,0.0318,0.101
14.506095,0.1115,0.0489,0.0440,0.129
14.527906,0.1295,0.0305,0.0087,0.133
14.529616,0.1119,0.0573,-0.0454,0.134
14.530523,0.0876,0.0862,-0.0492,0.132
14.531400,0.0942,0.0603,-0.0553,0.125
14.532139,0.0982,0.0487,-0.0377,0.116
14.535370,0.0832,0.0275,-0.0631,0.108
14.541765,0.0326,0.0302,-0.0100,0.046
14.545829,0.0275,0.0328,0.0118,0.044
14.550648,-0.0254,0.0282,-0.0282,0.047
14.555155,-0.0707,0.0332,0.0389,0.087
14.561230,-0.0326,0.0357,0.0129,0.050
14.565685,-0.0374,0.0288,-0.0177,0.050
14.574855,-0.0419,0.0600,0.0280,0.078
14.576254,-0.0367,0.0506,0.0045,0.063
14.580752,-0.0004,0.0485,-0.0190,0.052
14.590856,0.0335,0.0558,-0.0257,0.070
14.594170,0.0414,0.0821,0.0103,0.093
14.595759,0.0731,0.0396,0.0794,0.115
14.600459,0.0122,0.0236,0.0743,0.079
14.605440,-0.0437,-0.0041,-0.0019,0.044
14.610739,-0.0590,-0.0196,-0.0583,0.085
14.615635,-0.0629,-0.0329,-0.0787,0.106
14.620582,-0.0363,-0.0535,-0.0825,0.105
14.635426,-0.0199,-0.0648,-0.0911,0.114
14.638500,0.0293,-0.0738,-0.0569,0.098
14.644008,0.0398,-0.0758,0.0054,0.086
14.645693,0.0406,-0.0470,0.1146,0.130
14.646769,0.0606,-0.0728,0.1424,0.171
14.677028,0.0164,-0.0767,0.0775,0.110
14.678938,-0.1103,-0.0589,-0.0223,0.127
14.681779,-0.0934,-0.0627,-0.0596,0.127
14.683593,-0.0526,-0.0618,-0.0778,0.112
14.684756,0.0072,-0.0467,-0.0295,0.056
14.685480,-0.0018,-0.0437,-0.0054,0.044
14.686445,0.0439,0.0022,0.0114,0.045
14.687289,0.0655,0.0101,0.0877,0.110
14.693940,0.0537,0.0349,0.0971,0.116
14.695394,0.0445,-0.0115,0.0923,0.103
14.700465,-0.0121,-0.0262,0.0522,0.060
14.704572,-0.0900,0.0140,-0.1060,0.140
14.711425,-0.0727,0.0391,-0.2750,0.287
14.716246,-0.0442,0.0347,-0.3814,0.385
14.720055,0.0220,0.0269,-0.4210,0.422
14.747127,0.0757,-0.0103,-0.3684,0.376
14.748270,0.0910,0.0445,-0.3264,0.342
14.749166,0.0705,0.0533,-0.2042,0.223
14.749990,0.0809,0.0357,-0.0168,0.090
14.750779,0.0603,0.0443,0.1431,0.161
14.751413,0.0303,0.0225,0.1998,0.203
14.755337,-0.0184,0.0515,0.2636,0.269
14.761152,-0.0239,0.0072,0.2205,0.222
14.765151,-0.1169,-0.0195,0.1235,0.171
14.769767,-0.1948,-0.0242,-0.0033,0.196
14.776076,-0.1606,0.0019,-0.0983,0.188
14.780572,-0.0931,-0.0318,-0.1214,0.156
14.786888,-0.0710,-0.0416,-0.0780,0.113
14.790541,-0.0202,-0.0395,-0.0755,0.088
14.797485,0.0115,-0.0066,0.0171,0.022
14.800633,0.0147,0.0096,0.0116,0.021
14.806192,0.0159,0.0140,0.0395,0.045
14.811598,-0.0185,0.0185,0.0483,0.055
14.816305,-0.0170,-0.0269,-0.0285,0.043
14.822162,0.0031,-0.0696,-0.0215,0.073
14.836512,0.0107,-0.0647,-0.0431,0.078
14.840229,0.0011,-0.0718,-0.0170,0.074
14.843097,0.0123,-0.0646,0.1040,0.123
14.845638,-0.0006,-0.0216,0.1531,0.155
14.847933,-0.0091,-0.0119,0.1901,0.191
14.896007,0.0132,-0.0137,0.2296,0.230
14.898671,0.0093,-0.0507,0.2381,0.244
14.901114,-0.0206,-0.0444,0.1898,0.196
14.903744,-0.0405,-0.0282,0.0875,0.100
14.907370,-0.0478,-0.0048,-0.0710,0.086
14.908930,-0.0360,0.0229,-0.2164,0.221
14.909930,-0.0383,0.0333,-0.2850,0.290
14.910850,0.0689,0.0168,-0.2848,0.293
14.911376,0.1375,0.0353,-0.2684,0.304
14.912042,0.1250,0.0415,-0.1861,0.228
14.912784,0.1555,0.0566,-0.1190,0.204
14.913986,0.1571,0.0524,-0.0550,0.175
14.914675,0.1256,0.0364,0.0275,0.134
14.915350,0.1182,0.0204,0.0641,0.136
14.919605,0.0703,0.0001,0.1149,0.135
14.926718,0.0534,0.0039,0.1108,0.123
14.930724,0.0460,-0.0039,0.1593,0.166
14.934564,0.0339,-0.0232,0.2075,0.212
14.939637,-0.0066,-0.0230,0.1725,0.174
14.944405,-0.0493,-0.0296,0.0930,0.109
14.949346,-0.1419,0.0021,-0.0118,0.142
14.955093,-0.1082,0.0049,-0.0587,0.123
14.967972,-0.0011,-0.0212,-0.1055,0.108
14.977358,0.0245,-0.0022,-0.1117,0.114
14.978546,0.1047,0.0283,-0.0849,0.138
14.979437,0.1299,0.0036,-0.0633,0.145
14.988396,0.0647,0.0193,-0.0539,0.086
14.990397,0.0595,0.0420,-0.0042,0.073
14.991776,0.0664,0.0147,0.0831,0.107
15.004033,0.0400,0.0068,0.1080,0.115
15.005353,0.0638,-0.0173,0.1234,0.140
15.006309,0.0304,-0.0006,0.1436,0.147
15.009474,0.0331,0.0234,0.1140,0.121
15.015387,0.0075,0.0285,0.1108,0.115
15.020421,-0.0224,0.0100,0.0009,0.025
15.024832,0.0144,0.0201,-0.0891,0.092
15.030300,0.0510,0.0015,-0.1405,0.149
15.034447,0.0991,-0.0101,-0.1393,0.171
15.039762,0.1158,0.0280,-0.1811,0.217
15.044280,0.0801,0.0394,-0.1800,0.201
15.049303,-0.0101,0.0694,-0.1671,0.181
15.055842,-0.0836,0.1035,-0.2187,0.256
15.059402,-0.1000,0.0419,-0.1488,0.184
15.064055,-0.0640,0.0423,-0.0655,0.101
15.070393,-0.0897,0.0424,-0.0472,0.110
15.075922,-0.1291,0.0521,-0.0244,0.141
15.079493,-0.0939,0.0453,0.0552,0.118
15.084794,-0.1037,0.0721,0.0772,0.148
15.092407,-0.0652,0.0418,0.1370,0.157
15.096286,-0.0887,0.0289,0.1847,0.207
15.099440,-0.0523,-0.0024,0.2038,0.210
15.105777,-0.0564,-0.0331,0.2206,0.230
15.109574,-0.0581,-0.0511,0.2067,0.221
15.114500,-0.0529,-0.0400,0.1720,0.184
15.119089,-0.0551,-0.0430,0.1117,0.132
15.127560,-0.0623,-0.0577,0.0853,0.120
15.138239,-0.0770,-0.0698,0.0260,0.107
15.139440,-0.0443,-0.0440,-0.0020,0.062
15.140463,-0.0266,-0.0588,-0.0083,0.065
15.157413,-0.0589,-0.0665,-0.0170,0.090
15.158540,-0.0721,-0.0412,-0.0258,0.087
15.159084,-0.0781,-0.0235,-0.0370,0.090
15.163134,-0.0651,-0.0084,-0.0032,0.066
15.164041,-0.0738,-0.0032,-0.0124,0.075
15.169256,-0.0641,-0.0362,-0.1047,0.128
15.175048,-0.0358,-0.0359,-0.0609,0.079
15.179034,-0.0079,-0.0002,-0.0579,0.058
15.184318,0.0078,0.0090,-0.0218,0.025
15.189457,0.0235,-0.0034,0.0068,0.025
15.194298,0.0271,-0.0274,0.0471,0.061
15.198906,0.0165,-0.0107,0.1038,0.106
15.204544,-0.0177,-0.0366,0.1008,0.109
15.210049,-0.0396,-0.0383,-0.0016,0.055
15.215256,-0.0400,-0.0113,0.0037,0.042
15.219160,-0.0070,-0.0272,0.0494,0.057
15.225669,-0.0026,-0.0240,-0.0004,0.024
15.229825,0.0116,-0.0041,0.0286,0.031
15.234455,0.0258,0.0085,0.0170,0.032
15.245836,0.0661,0.0164,0.0221,0.072
15.247414,0.0965,0.0196,0.0249,0.102
15.250464,0.0601,0.0252,-0.0078,0.066
15.255128,0.0121,0.0451,-0.0853,0.097
15.277048,-0.0550,0.0172,-0.2001,0.208
15.278620,-0.0175,-0.0228,-0.2525,0.254
15.280934,0.0741,-0.0465,-0.2217,0.238
15.282110,0.0890,-0.0373,-0.2059,0.227
15.282983,0.0610,-0.0191,-0.1239,0.139
15.284389,0.0685,0.0012,-0.0355,0.077
15.291112,0.0403,0.0404,0.0000,0.057
15.295143,-0.0090,0.0437,0.0780,0.090
15.299648,-0.0031,0.0447,0.0746,0.087
15.304249,0.0124,0.0055,0.0261,0.029
15.309697,-0.0006,-0.0046,-0.0217,0.022
15.315740,0.0270,0.0021,-0.0050,0.028
15.319981,0.0642,-0.0148,-0.0074,0.066
15.326007,0.0850,-0.0101,0.0068,0.086
15.329788,0.0608,0.0160,0.0565,0.085
15.334547,0.0585,-0.0054,0.0631,0.086
15.341397,0.0442,-0.0120,0.1174,0.126
15.344222,0.0347,-0.0206,0.1169,0.124
15.349931,0.0134,-0.0693,0.0690,0.099
15.354429,-0.0482,-0.0462,-0.0638,0.092
15.364353,-0.0953,0.0097,-0.1765,0.201
15.371997,-0.0712,-0.0065,-0.2198,0.231
15.374673,0.0075,-0.0280,-0.2180,0.220
15.378737,0.0427,0.0001,-0.1976,0.202
15.380081,0.0421,0.0274,-0.0874,0.101
15.397769,0.0865,-0.0145,-0.0258,0.091
15.399297,0.0807,0.0128,0.0472,0.094
15.399984,0.0487,0.0116,0.1245,0.134
15.400574,0.0149,0.0108,0.1658,0.167
15.404536,-0.0066,0.0199,0.1500,0.151
15.409446,-0.0304,0.0220,0.0465,0.060
15.414744,-0.0089,-0.0161,0.0083,0.020
15.419401,0.0078,0.0412,-0.0225,0.048
15.425277,0.0293,0.0506,-0.0033,0.059
15.430185,0.0484,0.0243,-0.0126,0.056
15.435356,0.0700,0.0363,0.0089,0.079
15.444447,0.0917,0.0507,0.0184,0.106
15.447541,0.0540,0.0887,-0.0196,0.106
15.449556,-0.0095,0.0719,-0.0075,0.073
15.454418,-0.0747,0.0718,-0.1166,0.156
15.481353,-0.1970,0.1117,-0.2154,0.313
15.483929,-0.2312,0.1080,-0.2447,0.354
15.485432,-0.1423,0.0586,-0.2218,0.270
15.486371,-0.0807,0.0563,-0.1805,0.206
15.487284,-0.0838,0.0631,-0.0923,0.140
15.489144,-0.0921,0.0555,0.0426,0.116
15.489814,-0.1412,0.0671,0.0936,0.182
15.494649,-0.1780,0.0409,0.1633,0.245
15.499721,-0.2193,0.0321,0.2613,0.343
15.504597,-0.2029,-0.0093,0.2900,0.354
15.510362,-0.2031,-0.0306,0.3070,0.369
15.515354,-0.2526,0.0013,0.2697,0.370
15.519358,-0.2730,-0.0090,0.2641,0.380
15.525608,-0.2974,-0.0067,0.2304,0.376
15.530299,-0.3284,0.0507,0.1781,0.377
15.535153,-0.3423,0.0486,0.0672,0.352
15.541151,-0.4205,0.1132,-0.1043,0.448
15.544791,-0.3897,0.1080,-0.1985,0.450
15.549456,-0.2650,0.0927,-0.2684,0.388
15.556663,-0.1655,0.0863,-0.2147,0.284
15.560655,-0.1313,0.0910,-0.1714,0.234
15.565047,-0.1239,0.1070,-0.1596,0.229
15.570283,-0.0955,0.0820,-0.1339,0.184
15.582437,-0.1222,0.0568,-0.0327,0.139
15.584265,-0.1131,0.0218,-0.0015,0.115
15.587638,-0.0948,-0.0322,0.0554,0.114
15.590384,-0.0861,-0.0574,0.1188,0.158
15.633336,-0.0182,-0.0658,0.2030,0.214
15.636048,0.0281,-0.0501,0.2986,0.304
15.639024,0.0482,-0.0912,0.3270,0.343
15.642167,0.0209,-0.1100,0.3057,0.326
15.644175,-0.0227,-0.0924,0.3182,0.332
15.644971,-0.0302,-0.1292,0.3474,0.372
15.645740,-0.0258,-0.1370,0.3409,0.368
15.646268,0.0096,-0.1358,0.3658,0.390
15.646804,0.0234,-0.1125,0.3719,0.389
15.647486,0.0229,-0.1080,0.3353,0.353
15.648004,0.0367,-0.1054,0.2631,0.286
15.648833,0.0933,-0.0765,0.1935,0.228
15.657819,0.1977,-0.0906,0.1336,0.255
15.660265,0.2639,-0.0975,0.1191,0.305
15.664681,0.3613,-0.0925,0.0759,0.381
15.669050,0.4108,-0.0731,0.0662,0.423
15.673833,0.4389,-0.0561,0.0732,0.449
15.679729,0.4600,-0.0583,0.0563,0.467
15.685363,0.3973,-0.0438,0.0035,0.400
15.689295,0.3802,-0.0509,-0.0421,0.386
15.694265,0.4251,-0.0654,-0.0879,0.439
15.699831,0.3932,-0.0969,-0.1217,0.423
15.706293,0.3734,-0.0903,-0.0958,0.396
15.719283,0.4182,-0.0480,-0.0988,0.432
15.722506,0.3699,-0.0776,-0.0948,0.390
15.723752,0.3629,-0.0570,-0.1005,0.381
15.724856,0.3347,-0.0652,-0.1159,0.360
15.743891,0.3378,-0.0709,-0.1360,0.371
15.744784,0.3390,-0.0621,-0.1370,0.371
15.745461,0.3454,-0.0486,-0.0999,0.363
15.746050,0.3211,-0.0444,-0.0938,0.337
15.748622,0.3501,0.0199,-0.0757,0.359
15.755128,0.2598,0.0293,-0.1173,0.287
15.759698,0.2347,0.0342,-0.1756,0.295
15.764744,0.1572,0.0057,-0.2385,0.286
15.769634,0.1394,-0.0421,-0.3398,0.370
15.775285,0.1694,-0.0639,-0.3670,0.409
15.780565,0.1994,-0.0815,-0.4017,0.456
15.784573,0.2246,-0.0469,-0.3818,0.445
15.789419,0.2261,-0.0270,-0.3358,0.406
15.795975,0.2061,-0.0170,-0.2830,0.350
15.799266,0.1886,-0.0286,-0.2302,0.299
15.804407,0.1521,0.0196,-0.2326,0.279
15.818681,0.0870,0.0151,-0.2636,0.278
15.820261,0.1035,-0.0061,-0.2612,0.281
15.822197,0.1247,-0.0036,-0.2614,0.290
15.858729,0.0886,-0.0060,-0.2352,0.251
15.859893,0.0382,0.0012,-0.2163,0.220
15.860486,0.0045,-0.0083,-0.2046,0.205
15.861045,-0.0193,-0.0010,-0.1523,0.154
15.861582,-0.0359,0.0181,-0.1551,0.160
15.862121,-0.0884,0.0324,-0.2535,0.270
15.862840,-0.0524,0.0272,-0.2947,0.301
15.864676,-0.0140,0.0288,-0.2428,0.245
15.865992,0.0219,-0.0128,-0.1911,0.193
15.869811,0.0053,0.0315,-0.1301,0.134
15.875500,-0.0113,0.0780,-0.1074,0.133
15.879933,-0.0207,0.0960,-0.1038,0.143
15.884690,-0.0634,0.0543,-0.0739,0.112
15.890184,-0.0293,0.0294,-0.0752,0.086
15.894920,-0.0401,0.0187,-0.0665,0.080
15.900333,-0.0028,0.0320,-0.0602,0.068
15.904207,0.0203,0.0287,-0.0232,0.042
15.909533,0.0056,0.0375,-0.0291,0.048
15.915027,-0.0392,0.0652,-0.0256,0.080
15.919346,-0.0762,0.0570,-0.0247,0.098
15.925070,-0.0630,0.0300,-0.0119,0.071
15.929754,-0.0023,-0.0158,0.0150,0.022
15.935040,0.0124,-0.0141,0.0511,0.054
15.942501,0.0339,-0.0361,0.0251,0.056
15.945585,0.0477,-0.0249,0.0089,0.054
15.950210,0.0418,-0.0091,0.0142,0.045
15.955360,0.0594,0.0112,0.0647,0.089
15.959936,0.0385,0.0147,0.0506,0.065
15.965522,0.0271,-0.0127,0.0747,0.081
15.969578,0.0986,-0.0471,0.1414,0.179
15.983602,0.0961,-0.0667,0.1934,0.226
15.985874,0.0178,-0.0811,0.1595,0.180
16.019585,-0.0431,-0.0500,0.2260,0.235
16.021087,-0.0560,-0.0568,0.1781,0.195
16.021940,-0.0615,-0.0871,0.1805,0.210
16.024546,-0.0858,-0.0692,0.1571,0.192
16.027300,-0.0671,-0.1058,0.1506,0.196
16.028967,-0.0579,-0.1088,0.1846,0.222
16.029972,-0.0342,-0.0687,0.2232,0.236
16.030958,-0.0556,-0.0311,0.1713,0.183
16.031498,-0.0672,-0.0173,0.1034,0.125
16.032049,-0.0505,-0.0178,0.0266,0.060
16.034885,-0.0292,-0.0634,0.0265,0.075
16.039563,-0.0367,-0.0613,0.0429,0.083
16.045742,-0.0321,-0.0497,0.0259,0.065
16.049699,-0.0633,-0.0501,0.0281,0.085
16.054182,-0.0469,-0.0433,0.1063,0.124
16.061766,-0.0594,-0.0271,0.1055,0.124
16.065299,-0.0746,-0.0278,0.0241,0.083
16.069275,-0.0670,-0.0452,0.0741,0.110
16.095276,-0.0011,-0.0863,0.0645,0.108
16.096785,0.0184,-0.0940,0.0124,0.097
16.097808,-0.0248,-0.1041,-0.0155,0.108
16.098766,-0.0257,-0.0406,-0.0430,0.064
16.099509,-0.0818,-0.0207,-0.1130,0.141
16.100133,-0.0451,-0.0036,-0.1612,0.167
16.105729,-0.0348,-0.0179,-0.1760,0.180
16.109775,-0.0387,-0.0373,-0.1721,0.180
16.113917,-0.0281,-0.0402,-0.1376,0.146
16.119527,-0.0242,-0.0266,-0.0846,0.092
16.126531,-0.0319,-0.0229,-0.0394,0.056
16.130280,0.0057,-0.0096,-0.0350,0.037
16.135480,0.0168,-0.0014,0.0073,0.018
16.138963,0.0373,-0.0049,0.0186,0.042
16.145297,0.0597,0.0298,-0.0176,0.069
16.148916,0.1010,0.0167,-0.0155,0.104
16.153611,0.0826,0.0134,-0.0465,0.096
16.158883,0.0669,0.0270,-0.0844,0.111
16.165454,0.0278,0.0215,-0.0791,0.087
16.169552,0.0059,0.0231,-0.1144,0.117
16.176074,0.0342,0.0222,-0.1138,0.121
16.179682,0.0103,0.0071,-0.0730,0.074
16.185403,-0.0178,0.0089,-0.0373,0.042
16.195412,-0.0049,0.0418,-0.0208,0.047
16.197486,0.0104,0.0792,-0.0044,0.080
16.198921,0.0326,0.0666,-0.0165,0.076
16.205481,0.0734,0.0494,-0.0664,0.111
16.217537,0.0778,0.0846,-0.0897,0.146
16.219331,0.0914,0.0578,-0.0842,0.137
16.221122,0.0762,0.0237,-0.1549,0.174
16.225347,0.0753,0.0349,-0.1610,0.181
16.250200,0.0694,0.0362,-0.1648,0.182
16.252523,0.0447,0.0275,-0.1073,0.119
16.254793,0.0178,0.0068,-0.0764,0.079
16.257235,-0.0182,-0.0162,-0.0316,0.040
16.260232,-0.0680,-0.0414,-0.0206,0.082
16.261620,-0.1246,-0.0261,0.0568,0.139
16.262183,-0.1261,-0.0277,0.0552,0.140
16.263990,-0.0751,-0.0482,0.1342,0.161
16.269462,-0.0409,-0.0493,0.1866,0.197
16.275132,-0.0470,-0.0405,0.2054,0.215
16.279648,-0.0954,-0.0338,0.2504,0.270
16.284035,-0.0862,-0.0790,0.2264,0.255
16.288955,-0.0674,-0.1067,0.2337,0.266
16.295238,-0.0842,-0.1291,0.2459,0.290
