time,gFx,gFy,gFz,TgF
0.016058,0.0732,1.0942,-0.0162,1.097
0.016807,0.0705,1.0967,-0.0162,1.099
0.017363,0.0673,1.0969,-0.0213,1.099
0.017920,0.0649,1.0959,-0.0188,1.098
0.018473,0.0629,1.0947,-0.0140,1.097
0.019034,0.0641,1.0886,-0.0252,1.091
0.020157,0.0637,1.0864,-0.0240,1.089
0.020814,0.0627,1.0815,-0.0205,1.084
0.021384,0.0656,1.0815,-0.0210,1.084
0.021978,0.0651,1.0820,-0.0237,1.084
0.025915,0.0644,1.0813,-0.0188,1.083
0.026903,0.0688,1.0793,-0.0249,1.082
0.027733,0.0693,1.0783,-0.0218,1.081
0.028597,0.0722,1.0786,-0.0210,1.081
0.037133,0.0754,1.0786,-0.0227,1.081
0.037814,0.0805,1.0779,-0.0227,1.081
0.038340,0.0768,1.0810,-0.0225,1.084
0.038855,0.0795,1.0813,-0.0213,1.084
0.040558,0.0798,1.0808,-0.0208,1.084
0.041161,0.0798,1.0835,-0.0223,1.087
0.046610,0.0820,1.0862,-0.0252,1.090
0.047342,0.0834,1.0866,-0.0205,1.090
0.050087,0.0815,1.0881,-0.0227,1.091
0.053120,0.0805,1.0862,-0.0225,1.089
0.063281,0.0817,1.0906,-0.0205,1.094
0.064027,0.0800,1.0901,-0.0262,1.093
0.064412,0.0825,1.0866,-0.0223,1.090
0.064790,0.0830,1.0903,-0.0198,1.094
0.065111,0.0754,1.0876,-0.0247,1.091
0.067515,0.0766,1.0854,-0.0262,1.088
0.070688,0.0798,1.0842,-0.0191,1.087
0.072902,0.0756,1.0857,-0.0215,1.089
0.075393,0.0727,1.0840,-0.0210,1.087
0.076832,0.0737,1.0844,-0.0237,1.087
0.080378,0.0720,1.0835,-0.0271,1.086
0.082922,0.0695,1.0832,-0.0230,1.086
0.085402,0.0717,1.0815,-0.0245,1.084
0.088200,0.0737,1.0783,-0.0240,1.081
0.090256,0.0698,1.0805,-0.0308,1.083
0.092341,0.0690,1.0791,-0.0296,1.082
0.094014,0.0671,1.0827,-0.0311,1.085
0.097117,0.0722,1.0813,-0.0289,1.084
0.099661,0.0693,1.0796,-0.0291,1.082
0.102154,0.0744,1.0766,-0.0276,1.080
0.106654,0.0759,1.0783,-0.0269,1.081
0.107344,0.0676,1.0774,-0.0333,1.080
0.110030,0.0658,1.0791,-0.0274,1.081
0.112313,0.0722,1.0808,-0.0232,1.083
0.114708,0.0712,1.0832,-0.0267,1.086
0.117533,0.0756,1.0810,-0.0198,1.084
0.120345,0.0788,1.0766,-0.0144,1.080
0.124538,0.0788,1.0742,-0.0181,1.077
0.125319,0.0744,1.0869,-0.0257,1.090
0.127397,0.0827,1.0862,-0.0325,1.090
0.130022,0.0751,1.0801,-0.0274,1.083
0.132968,0.0693,1.0808,-0.0252,1.083
0.135019,0.0676,1.0808,-0.0301,1.083
0.146721,0.0720,1.0822,-0.0298,1.085
0.147243,0.0764,1.0813,-0.0357,1.085
0.147645,0.0793,1.0815,-0.0355,1.085
0.148034,0.0803,1.0808,-0.0345,1.084
0.148412,0.0744,1.0837,-0.0345,1.087
0.149695,0.0751,1.0798,-0.0355,1.083
0.152343,0.0773,1.0837,-0.0315,1.087
0.158314,0.0771,1.0859,-0.0394,1.089
0.159361,0.0739,1.0825,-0.0450,1.086
0.160016,0.0759,1.0884,-0.0464,1.092
0.162856,0.0720,1.0862,-0.0491,1.090
0.165507,0.0724,1.0862,-0.0477,1.090
0.167703,0.0710,1.0903,-0.0425,1.093
0.171719,0.0720,1.0910,-0.0489,1.095
0.175943,0.0717,1.0920,-0.0533,1.096
0.176570,0.0722,1.0920,-0.0548,1.096
0.178586,0.0702,1.0923,-0.0570,1.096
0.180022,0.0705,1.0937,-0.0579,1.098
0.182641,0.0695,1.0937,-0.0589,1.098
0.184795,0.0727,1.0945,-0.0623,1.099
0.190633,0.0683,1.0962,-0.0635,1.100
0.191430,0.0651,1.0964,-0.0621,1.100
0.193373,0.0680,1.0957,-0.0621,1.100
0.195745,0.0688,1.0962,-0.0604,1.100
0.197923,0.0683,1.0952,-0.0574,1.099
0.200276,0.0654,1.0923,-0.0570,1.096
0.202677,0.0663,1.0891,-0.0535,1.092
0.206477,0.0632,1.0932,-0.0545,1.096
0.208503,0.0619,1.0881,-0.0540,1.091
0.210635,0.0661,1.0876,-0.0545,1.091
0.213559,0.0646,1.0869,-0.0533,1.090
0.215483,0.0605,1.0898,-0.0455,1.092
0.218169,0.0634,1.0879,-0.0494,1.091
0.222808,0.0654,1.0876,-0.0486,1.091
0.224516,0.0668,1.0888,-0.0501,1.092
0.227967,0.0663,1.0852,-0.0511,1.088
0.228618,0.0649,1.0864,-0.0489,1.089
0.231071,0.0688,1.0891,-0.0521,1.093
0.233344,0.0700,1.0886,-0.0506,1.092
0.236297,0.0702,1.0879,-0.0543,1.091
0.239248,0.0754,1.0886,-0.0548,1.093
0.242051,0.0724,1.0903,-0.0533,1.094
0.242680,0.0737,1.0903,-0.0543,1.094
0.245954,0.0695,1.0908,-0.0526,1.094
0.247985,0.0710,1.0893,-0.0560,1.093
0.250622,0.0705,1.0898,-0.0523,1.093
0.253069,0.0766,1.0893,-0.0506,1.093
0.267346,0.0771,1.0864,-0.0423,1.090
0.268202,0.0729,1.0871,-0.0396,1.090
0.268781,0.0685,1.0866,-0.0391,1.090
0.269845,0.0729,1.0842,-0.0333,1.087
0.270849,0.0749,1.0825,-0.0323,1.086
0.272820,0.0727,1.0801,-0.0308,1.083
0.273729,0.0690,1.0822,-0.0262,1.085
0.274939,0.0658,1.0830,-0.0245,1.085
0.291597,0.0656,1.0783,-0.0215,1.081
0.292261,0.0634,1.0793,-0.0215,1.081
0.292810,0.0632,1.0796,-0.0203,1.082
0.293407,0.0632,1.0810,-0.0213,1.083
0.293944,0.0607,1.0815,-0.0144,1.083
0.294476,0.0637,1.0788,-0.0152,1.081
0.295308,0.0629,1.0810,-0.0218,1.083
0.299742,0.0619,1.0810,-0.0235,1.083
0.300492,0.0605,1.0844,-0.0245,1.086
0.301499,0.0563,1.0808,-0.0237,1.083
0.302020,0.0593,1.0813,-0.0289,1.083
0.305053,0.0573,1.0854,-0.0262,1.087
0.306096,0.0597,1.0840,-0.0259,1.086
0.320660,0.0593,1.0798,-0.0357,1.082
0.321299,0.0595,1.0854,-0.0330,1.088
0.321805,0.0583,1.0862,-0.0330,1.088
0.322295,0.0607,1.0827,-0.0337,1.085
0.322789,0.0622,1.0837,-0.0367,1.086
0.327178,0.0646,1.0866,-0.0337,1.089
0.327999,0.0666,1.0864,-0.0384,1.089
0.328969,0.0663,1.0869,-0.0423,1.090
0.329544,0.0722,1.0896,-0.0425,1.093
0.331463,0.0729,1.0862,-0.0359,1.089
0.335329,0.0739,1.0864,-0.0389,1.090
0.336280,0.0773,1.0866,-0.0372,1.090
0.340409,0.0817,1.0791,-0.0369,1.083
0.342916,0.0820,1.0822,-0.0381,1.086
0.343704,0.0800,1.0830,-0.0337,1.086
0.347575,0.0869,1.0832,-0.0367,1.087
0.348295,0.0873,1.0805,-0.0359,1.085
0.352300,0.0886,1.0744,-0.0350,1.079
0.365169,0.0903,1.0822,-0.0352,1.087
0.366692,0.0883,1.0813,-0.0276,1.085
0.367259,0.0930,1.0761,-0.0232,1.080
0.368009,0.0891,1.0781,-0.0218,1.082
0.368945,0.0908,1.0788,-0.0257,1.083
0.369704,0.0817,1.0774,-0.0259,1.081
0.370221,0.0873,1.0801,-0.0264,1.084
0.376974,0.0878,1.0783,-0.0252,1.082
0.377837,0.0891,1.0781,-0.0196,1.082
0.378424,0.0827,1.0776,-0.0237,1.081
0.379466,0.0834,1.0779,-0.0252,1.081
0.381843,0.0842,1.0779,-0.0198,1.081
0.383743,0.0771,1.0749,-0.0220,1.078
0.386354,0.0805,1.0761,-0.0215,1.079
0.393474,0.0815,1.0796,-0.0213,1.083
0.394891,0.0788,1.0783,-0.0235,1.081
0.395445,0.0803,1.0793,-0.0230,1.083
0.397060,0.0749,1.0813,-0.0252,1.084
0.399111,0.0788,1.0808,-0.0264,1.084
0.401576,0.0771,1.0822,-0.0240,1.085
0.404941,0.0810,1.0847,-0.0259,1.088
0.409934,0.0732,1.0840,-0.0271,1.087
0.410474,0.0712,1.0801,-0.0271,1.083
0.411541,0.0751,1.0835,-0.0257,1.086
0.414324,0.0700,1.0820,-0.0196,1.084
0.417271,0.0710,1.0830,-0.0213,1.086
0.419570,0.0680,1.0822,-0.0249,1.085
0.423214,0.0661,1.0876,-0.0264,1.090
0.424386,0.0656,1.0818,-0.0193,1.084
0.427324,0.0727,1.0888,-0.0181,1.091
0.430122,0.0676,1.0859,-0.0225,1.088
0.431891,0.0671,1.0901,-0.0208,1.092
0.433939,0.0632,1.0923,-0.0171,1.094
0.436742,0.0612,1.0886,-0.0147,1.090
0.440632,0.0624,1.0871,-0.0220,1.089
0.441922,0.0656,1.0903,-0.0254,1.093
0.444235,0.0683,1.0928,-0.0205,1.095
0.446869,0.0644,1.0942,-0.0215,1.096
0.449401,0.0654,1.0947,-0.0242,1.097
0.451504,0.0649,1.0972,-0.0284,1.099
0.460058,0.0676,1.1003,-0.0355,1.103
0.460832,0.0646,1.0950,-0.0337,1.097
0.461425,0.0666,1.0976,-0.0340,1.100
0.461986,0.0688,1.0959,-0.0325,1.099
0.465461,0.0646,1.0947,-0.0377,1.097
0.466193,0.0663,1.0945,-0.0372,1.097
0.472749,0.0702,1.0950,-0.0364,1.098
0.473519,0.0661,1.0918,-0.0325,1.094
0.474163,0.0641,1.0891,-0.0362,1.092
0.478411,0.0688,1.0910,-0.0291,1.094
0.479081,0.0661,1.0859,-0.0306,1.088
0.482625,0.0654,1.0864,-0.0245,1.089
0.484539,0.0676,1.0881,-0.0193,1.090
0.487257,0.0658,1.0869,-0.0171,1.089
0.489737,0.0649,1.0840,-0.0193,1.086
0.492618,0.0680,1.0864,-0.0166,1.089
0.494905,0.0693,1.0818,-0.0203,1.084
0.496992,0.0639,1.0847,-0.0191,1.087
0.499948,0.0678,1.0840,-0.0210,1.086
0.502287,0.0649,1.0803,-0.0215,1.082
0.506967,0.0656,1.0857,-0.0142,1.088
0.507606,0.0661,1.0874,-0.0218,1.090
0.509567,0.0649,1.0830,-0.0223,1.085
0.512278,0.0654,1.0884,-0.0254,1.091
0.514530,0.0651,1.0901,-0.0225,1.092
0.517359,0.0644,1.0866,-0.0220,1.089
0.521313,0.0612,1.0869,-0.0196,1.089
0.525268,0.0637,1.0913,-0.0267,1.093
0.526163,0.0673,1.0959,-0.0262,1.098
0.526799,0.0651,1.0925,-0.0240,1.095
0.532731,0.0585,1.0945,-0.0284,1.096
0.533796,0.0580,1.0920,-0.0276,1.094
0.534678,0.0566,1.0935,-0.0315,1.095
0.541488,0.0573,1.0972,-0.0311,1.099
0.542660,0.0561,1.0981,-0.0306,1.100
0.543249,0.0568,1.0962,-0.0340,1.098
0.545276,0.0561,1.0989,-0.0355,1.101
0.548578,0.0519,1.1040,-0.0284,1.106
0.550556,0.0534,1.1040,-0.0276,1.106
0.552413,0.0536,1.1025,-0.0333,1.104
0.558111,0.0512,1.1013,-0.0362,1.103
0.558889,0.0495,1.1042,-0.0372,1.106
0.559397,0.0509,1.1020,-0.0396,1.104
0.562367,0.0495,1.1018,-0.0411,1.104
0.565333,0.0487,1.1072,-0.0423,1.109
0.567827,0.0487,1.1086,-0.0435,1.111
0.570012,0.0519,1.1033,-0.0401,1.105
0.576493,0.0487,1.1011,-0.0377,1.103
0.577135,0.0505,1.0969,-0.0401,1.099
0.577679,0.0522,1.0947,-0.0425,1.097
0.579716,0.0561,1.0910,-0.0467,1.093
0.583206,0.0546,1.0893,-0.0411,1.091
0.585291,0.0556,1.0871,-0.0433,1.089
0.598221,0.0588,1.0871,-0.0433,1.090
0.599454,0.0624,1.0854,-0.0450,1.088
0.600263,0.0629,1.0837,-0.0413,1.086
0.600984,0.0644,1.0830,-0.0330,1.085
0.601970,0.0641,1.0776,-0.0386,1.080
0.602989,0.0710,1.0771,-0.0381,1.080
0.603846,0.0693,1.0793,-0.0359,1.082
0.604991,0.0727,1.0761,-0.0381,1.079
0.613412,0.0693,1.0710,-0.0381,1.074
0.614252,0.0732,1.0713,-0.0381,1.074
0.615229,0.0803,1.0715,-0.0323,1.075
0.626019,0.0724,1.0735,-0.0311,1.076
0.626370,0.0739,1.0673,-0.0303,1.070
0.626717,0.0742,1.0622,-0.0396,1.066
0.627138,0.0717,1.0644,-0.0362,1.067
0.628073,0.0749,1.0603,-0.0328,1.063
0.628596,0.0751,1.0617,-0.0347,1.065
0.633373,0.0690,1.0634,-0.0372,1.066
0.634212,0.0680,1.0659,-0.0379,1.069
0.635107,0.0663,1.0678,-0.0418,1.071
0.639969,0.0661,1.0669,-0.0416,1.070
0.640742,0.0619,1.0713,-0.0445,1.074
0.643890,0.0658,1.0691,-0.0450,1.072
0.644864,0.0656,1.0720,-0.0445,1.075
0.648786,0.0654,1.0754,-0.0460,1.078
0.650439,0.0641,1.0732,-0.0450,1.076
0.652947,0.0597,1.0739,-0.0482,1.077
0.658927,0.0615,1.0796,-0.0528,1.083
0.659510,0.0551,1.0747,-0.0579,1.078
0.660977,0.0536,1.0801,-0.0577,1.083
0.662789,0.0575,1.0803,-0.0555,1.083
0.665082,0.0558,1.0776,-0.0613,1.081
0.668573,0.0536,1.0793,-0.0567,1.082
0.672176,0.0573,1.0808,-0.0587,1.084
0.678108,0.0617,1.0801,-0.0545,1.083
0.678655,0.0612,1.0820,-0.0491,1.085
0.679132,0.0627,1.0825,-0.0479,1.085
0.680801,0.0595,1.0825,-0.0474,1.085
0.683020,0.0583,1.0791,-0.0464,1.082
0.685465,0.0551,1.0781,-0.0474,1.081
0.695345,0.0549,1.0742,-0.0464,1.077
0.696397,0.0534,1.0759,-0.0447,1.078
0.696876,0.0478,1.0759,-0.0464,1.078
0.697368,0.0480,1.0717,-0.0420,1.074
0.698074,0.0465,1.0720,-0.0408,1.074
0.701066,0.0448,1.0678,-0.0425,1.070
0.705354,0.0485,1.0637,-0.0406,1.066
0.711885,0.0429,1.0630,-0.0450,1.065
0.712943,0.0422,1.0603,-0.0440,1.062
0.713511,0.0412,1.0566,-0.0369,1.058
0.714064,0.0402,1.0573,-0.0381,1.059
0.716160,0.0424,1.0520,-0.0408,1.054
0.720453,0.0424,1.0534,-0.0401,1.055
0.721083,0.0441,1.0532,-0.0474,1.055
0.728013,0.0485,1.0515,-0.0477,1.054
0.728844,0.0483,1.0534,-0.0440,1.055
0.730417,0.0470,1.0483,-0.0511,1.051
0.730988,0.0485,1.0446,-0.0477,1.047
0.735470,0.0546,1.0432,-0.0516,1.046
0.737683,0.0573,1.0478,-0.0550,1.051
0.747612,0.0553,1.0502,-0.0594,1.053
0.748591,0.0509,1.0483,-0.0613,1.051
0.749238,0.0627,1.0461,-0.0692,1.050
0.749821,0.0661,1.0493,-0.0753,1.054
0.750754,0.0683,1.0559,-0.0741,1.061
0.755883,0.0666,1.0571,-0.0697,1.061
0.757065,0.0685,1.0578,-0.0711,1.062
0.758348,0.0629,1.0632,-0.0701,1.067
0.759613,0.0663,1.0681,-0.0657,1.072
0.762142,0.0715,1.0708,-0.0633,1.075
0.763598,0.0705,1.0722,-0.0606,1.076
0.768750,0.0737,1.0744,-0.0657,1.079
0.769187,0.0842,1.0791,-0.0714,1.085
0.773834,0.1001,1.0727,-0.0765,1.080
0.774682,0.0969,1.0757,-0.0792,1.083
0.776624,0.1018,1.0727,-0.0882,1.081
0.779114,0.1025,1.0742,-0.0929,1.083
0.781218,0.1027,1.0781,-0.0909,1.087
0.783530,0.1150,1.0801,-0.0892,1.090
0.786324,0.1194,1.0879,-0.0872,1.098
0.792086,0.1103,1.0923,-0.0916,1.102
0.792972,0.1093,1.1011,-0.0948,1.111
0.793477,0.1057,1.1106,-0.0877,1.119
0.797190,0.1167,1.1118,-0.0941,1.122
0.798656,0.1374,1.1077,-0.0975,1.120
0.800996,0.1325,1.1077,-0.0985,1.120
0.805295,0.1303,1.1133,-0.1048,1.126
0.808568,0.1235,1.1208,-0.1144,1.133
0.809378,0.1108,1.1221,-0.1141,1.133
0.812039,0.1123,1.1235,-0.1114,1.135
0.814635,0.1174,1.1272,-0.1087,1.139
0.816723,0.1208,1.1294,-0.1117,1.141
0.819470,0.1169,1.1304,-0.1129,1.142
0.827439,0.1250,1.1233,-0.1229,1.137
0.828198,0.1308,1.1179,-0.1312,1.133
0.828902,0.1284,1.1169,-0.1283,1.132
0.829403,0.1157,1.1165,-0.1346,1.130
0.833000,0.1162,1.1116,-0.1322,1.125
0.833781,0.1091,1.1042,-0.1310,1.117
0.836775,0.0893,1.1062,-0.1261,1.117
0.844761,0.0937,1.1011,-0.1217,1.112
0.845362,0.0947,1.0974,-0.1183,1.108
0.846065,0.0827,1.1040,-0.1105,1.113
0.846575,0.0761,1.1023,-0.1034,1.110
0.849329,0.0717,1.0989,-0.1039,1.106
0.851467,0.0832,1.0962,-0.1046,1.104
0.861975,0.0851,1.0962,-0.1031,1.104
0.863198,0.0820,1.0910,-0.1065,1.099
0.863947,0.0717,1.0871,-0.0999,1.094
0.865270,0.0739,1.0881,-0.0924,1.095
0.866649,0.0798,1.0766,-0.0924,1.084
0.867459,0.0871,1.0744,-0.0897,1.082
0.873862,0.0876,1.0656,-0.0841,1.073
0.875478,0.0922,1.0612,-0.0941,1.069
0.876171,0.0859,1.0642,-0.0960,1.072
0.876698,0.0825,1.0581,-0.0899,1.065
0.881066,0.0881,1.0566,-0.0853,1.064
0.881894,0.0910,1.0539,-0.0848,1.061
0.884468,0.0930,1.0458,-0.0799,1.053
0.887071,0.1003,1.0444,-0.0745,1.052
0.890398,0.1042,1.0397,-0.0706,1.047
0.891964,0.1125,1.0371,-0.0687,1.045
0.895434,0.1137,1.0378,-0.0682,1.046
0.897235,0.1179,1.0444,-0.0682,1.053
0.899804,0.1196,1.0515,-0.0660,1.060
0.901969,0.1162,1.0522,-0.0645,1.061
0.908263,0.1181,1.0586,-0.0640,1.067
0.909311,0.1208,1.0642,-0.0643,1.073
0.910072,0.1184,1.0703,-0.0616,1.079
0.913174,0.1176,1.0769,-0.0728,1.086
0.915317,0.1176,1.0759,-0.0758,1.085
0.917492,0.1181,1.0759,-0.0792,1.085
0.920466,0.1096,1.0747,-0.0828,1.083
0.924495,0.1018,1.0808,-0.0919,1.089
0.925409,0.0986,1.0864,-0.0916,1.095
0.927252,0.0913,1.0928,-0.0926,1.100
0.930150,0.0859,1.0918,-0.0897,1.099
0.931905,0.0827,1.0920,-0.0872,1.099
0.934478,0.0754,1.0935,-0.0953,1.100
0.938563,0.0695,1.0950,-0.0965,1.101
0.941427,0.0737,1.0998,-0.0946,1.106
0.942300,0.0744,1.1001,-0.0982,1.107
0.944459,0.0658,1.0976,-0.0965,1.104
0.947824,0.0585,1.0976,-0.1017,1.104
0.949938,0.0566,1.0996,-0.1068,1.106
0.952981,0.0512,1.1008,-0.1021,1.107
0.957578,0.0539,1.0996,-0.0985,1.105
0.960700,0.0622,1.0996,-0.0982,1.106
0.961341,0.0705,1.0925,-0.0953,1.099
0.962604,0.0854,1.0864,-0.0872,1.093
0.965482,0.0930,1.0715,-0.0887,1.079
0.967011,0.0578,1.0568,-0.0963,1.063
0.972078,0.0177,1.0458,-0.1102,1.052
0.973841,0.0615,1.0432,-0.1210,1.052
0.978606,0.1362,1.0537,-0.1131,1.068
0.979478,0.1755,1.0749,-0.0868,1.093
0.980249,0.1863,1.0935,-0.0623,1.111
0.982995,0.1511,1.1138,-0.0557,1.125
0.986089,0.0861,1.1250,-0.0572,1.130
0.989133,0.0331,1.1345,-0.0599,1.137
0.990583,-0.0077,1.1392,-0.0677,1.141
0.997423,-0.0282,1.1377,-0.0743,1.140
0.999139,-0.0316,1.1360,-0.0863,1.140
1.000099,-0.0485,1.1377,-0.0941,1.143
1.000998,-0.0441,1.1262,-0.0951,1.131
1.006845,-0.0343,1.1182,-0.0997,1.123
1.007795,-0.0460,1.1130,-0.1058,1.119
1.008443,-0.0382,1.1057,-0.1061,1.111
1.011634,-0.0355,1.0952,-0.1051,1.101
1.012295,-0.0368,1.0901,-0.1039,1.096
1.019796,-0.0348,1.0808,-0.1021,1.086
1.021421,-0.0248,1.0805,-0.1019,1.086
1.022580,-0.0189,1.0810,-0.0973,1.086
1.023428,-0.0030,1.0742,-0.0912,1.078
1.031013,0.0209,1.0676,-0.0938,1.072
1.031614,0.0187,1.0630,-0.0868,1.067
1.032155,0.0224,1.0600,-0.0772,1.063
1.035826,0.0290,1.0578,-0.0763,1.061
1.036354,0.0429,1.0551,-0.0772,1.059
1.038766,0.0473,1.0461,-0.0660,1.049
1.041799,0.0534,1.0439,-0.0643,1.047
1.042474,0.0580,1.0375,-0.0640,1.041
1.045101,0.0676,1.0412,-0.0645,1.045
1.047428,0.0712,1.0371,-0.0640,1.041
1.050271,0.0820,1.0378,-0.0635,1.043
1.054129,0.0966,1.0327,-0.0736,1.040
1.061630,0.1015,1.0373,-0.0763,1.045
1.062197,0.0998,1.0412,-0.0745,1.049
1.063406,0.1037,1.0510,-0.0728,1.059
1.064080,0.1054,1.0463,-0.0758,1.054
1.067901,0.1115,1.0468,-0.0741,1.055
1.068645,0.1128,1.0549,-0.0763,1.064
1.070424,0.1125,1.0554,-0.0831,1.065
1.076876,0.1118,1.0617,-0.0833,1.071
1.078490,0.1040,1.0698,-0.0726,1.077
1.079418,0.0908,1.0808,-0.0763,1.087
1.080251,0.0839,1.0862,-0.0770,1.092
1.083132,0.0825,1.0874,-0.0765,1.093
1.086630,0.0724,1.0930,-0.0745,1.098
1.090474,0.0683,1.0920,-0.0731,1.097
1.094372,0.0678,1.0925,-0.0758,1.097
1.095910,0.0639,1.0942,-0.0750,1.099
1.096466,0.0600,1.0908,-0.0782,1.095
1.099076,0.0561,1.0898,-0.0741,1.094
1.099765,0.0458,1.0913,-0.0775,1.095
1.103307,0.0407,1.0952,-0.0760,1.099
1.111827,0.0419,1.1003,-0.0704,1.103
1.112712,0.0356,1.0952,-0.0692,1.098
1.113264,0.0358,1.0942,-0.0731,1.097
1.113798,0.0351,1.0991,-0.0684,1.102
1.115933,0.0302,1.0969,-0.0689,1.099
1.117972,0.0309,1.0991,-0.0679,1.102
1.126879,0.0312,1.1023,-0.0697,1.105
1.128247,0.0356,1.1020,-0.0679,1.105
1.128913,0.0370,1.0984,-0.0692,1.101
1.129857,0.0385,1.0972,-0.0701,1.100
1.130603,0.0368,1.0962,-0.0748,1.099
1.133204,0.0441,1.0957,-0.0719,1.099
1.136159,0.0458,1.0967,-0.0704,1.100
1.138785,0.0517,1.0991,-0.0743,1.103
1.142575,0.0583,1.0979,-0.0726,1.102
1.143211,0.0578,1.0969,-0.0699,1.101
1.146488,0.0605,1.0942,-0.0677,1.098
1.148538,0.0712,1.0930,-0.0687,1.097
1.151350,0.0744,1.0888,-0.0640,1.093
1.154050,0.0761,1.0901,-0.0623,1.094
1.158481,0.0822,1.0888,-0.0640,1.094
1.159531,0.0927,1.0906,-0.0645,1.096
1.161881,0.0959,1.0915,-0.0635,1.098
1.163864,0.1010,1.0859,-0.0584,1.092
1.166362,0.0920,1.0862,-0.0540,1.091
1.168696,0.0873,1.0913,-0.0477,1.096
1.174515,0.0900,1.0976,-0.0496,1.102
1.175446,0.0876,1.0950,-0.0494,1.100
1.176224,0.0754,1.1040,-0.0499,1.108
1.179982,0.0685,1.1089,-0.0435,1.112
1.180990,0.0771,1.0967,-0.0384,1.100
1.184898,0.0949,1.0815,-0.0298,1.086
1.187435,0.1093,1.0818,-0.0227,1.088
1.190813,0.1057,1.0849,-0.0372,1.091
1.193522,0.1235,1.0749,-0.0394,1.083
1.194287,0.1325,1.0715,-0.0389,1.080
1.197105,0.1308,1.0727,-0.0386,1.081
1.198739,0.1230,1.0691,-0.0464,1.077
1.201558,0.1198,1.0651,-0.0477,1.073
1.203929,0.1230,1.0671,-0.0420,1.075
1.209892,0.1274,1.0693,-0.0391,1.078
1.210669,0.1281,1.0673,-0.0391,1.076
1.211645,0.1281,1.0732,-0.0340,1.081
1.213277,0.1264,1.0708,-0.0318,1.079
1.215909,0.1245,1.0683,-0.0345,1.076
1.218468,0.1274,1.0708,-0.0355,1.079
1.227800,0.1313,1.0688,-0.0303,1.077
1.228880,0.1277,1.0708,-0.0301,1.079
1.229545,0.1208,1.0717,-0.0281,1.079
1.230079,0.1184,1.0820,-0.0301,1.089
1.232361,0.1223,1.0822,-0.0249,1.089
1.234311,0.1184,1.0803,-0.0311,1.087
1.239570,0.1198,1.0886,-0.0318,1.096
1.240571,0.1242,1.0881,-0.0362,1.096
1.241138,0.1220,1.0820,-0.0462,1.090
1.244397,0.1228,1.0764,-0.0479,1.084
1.246518,0.1137,1.0844,-0.0562,1.092
1.248656,0.1047,1.0793,-0.0596,1.086
1.251348,0.1062,1.0793,-0.0599,1.086
1.254053,0.1013,1.0852,-0.0631,1.092
1.257317,0.0915,1.0805,-0.0653,1.086
1.260164,0.0898,1.0801,-0.0706,1.086
1.261758,0.0895,1.0842,-0.0738,1.090
1.264051,0.0812,1.0818,-0.0785,1.088
1.266432,0.0739,1.0820,-0.0794,1.087
1.269092,0.0654,1.0844,-0.0811,1.089
1.271933,0.0544,1.0908,-0.0777,1.095
1.275184,0.0571,1.0913,-0.0794,1.096
1.280071,0.0519,1.0918,-0.0816,1.096
1.280676,0.0426,1.0964,-0.0816,1.100
1.281194,0.0348,1.0957,-0.0846,1.099
1.284962,0.0329,1.0901,-0.0848,1.094
1.287603,0.0356,1.0822,-0.0792,1.086
1.290737,0.0285,1.0854,-0.0770,1.089
1.292162,0.0307,1.0871,-0.0782,1.090
1.294669,0.0334,1.0844,-0.0770,1.088
1.297186,0.0331,1.0808,-0.0782,1.084
1.299366,0.0304,1.0769,-0.0755,1.080
1.302520,0.0255,1.0722,-0.0767,1.075
1.305689,0.0282,1.0683,-0.0789,1.072
1.309609,0.0270,1.0683,-0.0853,1.072
1.310239,0.0224,1.0671,-0.0819,1.070
1.310931,0.0265,1.0620,-0.0858,1.066
1.314215,0.0302,1.0642,-0.0875,1.068
1.316733,0.0321,1.0622,-0.0841,1.066
1.319248,0.0348,1.0630,-0.0855,1.067
1.321818,0.0280,1.0661,-0.0826,1.070
1.328131,0.0319,1.0673,-0.0831,1.071
1.328847,0.0378,1.0673,-0.0819,1.071
1.329383,0.0397,1.0661,-0.0789,1.070
1.332108,0.0470,1.0661,-0.0765,1.070
1.336000,0.0531,1.0703,-0.0763,1.074
1.347561,0.0558,1.0713,-0.0726,1.075
1.348502,0.0605,1.0732,-0.0721,1.077
1.349079,0.0553,1.0779,-0.0731,1.082
1.349621,0.0563,1.0783,-0.0719,1.082
1.350169,0.0634,1.0761,-0.0714,1.080
1.350779,0.0639,1.0837,-0.0709,1.088
1.352428,0.0629,1.0844,-0.0726,1.089
1.359148,0.0600,1.0820,-0.0755,1.086
1.360359,0.1660,1.0456,-0.0958,1.063
1.360972,0.1506,1.0419,-0.0706,1.055
1.361532,-0.1982,1.1482,-0.0274,1.166
1.366041,0.0900,1.0300,-0.0257,1.034
1.366891,0.1919,1.0029,-0.0919,1.025
1.370897,-0.0912,1.1538,-0.1373,1.166
1.371535,-0.1337,1.1778,-0.1317,1.193
1.378121,-0.0307,1.1289,-0.1036,1.134
1.379081,0.0331,1.1111,-0.0997,1.116
1.379722,0.0979,1.1050,-0.1171,1.115
1.382724,0.1159,1.0859,-0.1192,1.099
1.384890,0.0778,1.0720,-0.1080,1.080
1.387110,0.0368,1.0705,-0.0880,1.075
1.390076,0.0294,1.0832,-0.0909,1.087
1.394145,0.0375,1.0935,-0.0887,1.098
1.395103,0.0588,1.0854,-0.0868,1.090
