time,gFx,gFy,gFz,TgF
15.726761,0.0856,1.0686,-0.1063,1.077
15.743637,0.0839,1.0715,-0.1068,1.080
15.744334,0.0820,1.0737,-0.1092,1.082
15.744952,0.0832,1.0747,-0.1065,1.083
15.745492,0.0832,1.0786,-0.1058,1.087
15.746043,0.0839,1.0747,-0.1065,1.083
15.746644,0.0844,1.0771,-0.1075,1.086
15.747197,0.0866,1.0757,-0.1102,1.085
15.747725,0.0876,1.0713,-0.1075,1.080
15.748228,0.0873,1.0759,-0.1105,1.085
15.753739,0.0854,1.0774,-0.1109,1.086
15.754373,0.0900,1.0722,-0.1144,1.082
15.755390,0.0876,1.0737,-0.1097,1.083
15.759247,0.0822,1.0747,-0.1168,1.084
15.760677,0.0903,1.0781,-0.1153,1.088
15.764302,0.0952,1.0757,-0.1117,1.086
15.765620,0.0954,1.0781,-0.1124,1.088
15.771815,0.0932,1.0771,-0.1119,1.087
15.772721,0.0886,1.0808,-0.1134,1.090
15.773546,0.0930,1.0803,-0.1156,1.090
15.782460,0.0954,1.0776,-0.1173,1.088
15.783438,0.0937,1.0791,-0.1153,1.089
15.784021,0.0939,1.0781,-0.1161,1.088
15.784639,0.0969,1.0798,-0.1114,1.090
15.785298,0.0925,1.0796,-0.1146,1.090
15.794664,0.0917,1.0805,-0.1146,1.090
15.795683,0.0969,1.0813,-0.1097,1.091
15.796489,0.0966,1.0786,-0.1127,1.089
15.797080,0.0952,1.0810,-0.1129,1.091
15.797675,0.0964,1.0813,-0.1163,1.092
15.800699,0.0974,1.0791,-0.1114,1.089
15.803512,0.0927,1.0786,-0.1139,1.089
15.805848,0.0971,1.0781,-0.1146,1.089
15.809437,0.1003,1.0776,-0.1210,1.089
15.811827,0.0947,1.0796,-0.1210,1.090
15.812560,0.0952,1.0757,-0.1158,1.086
15.815413,0.0925,1.0803,-0.1161,1.090
15.818138,0.0900,1.0757,-0.1214,1.086
15.820877,0.0935,1.0796,-0.1112,1.089
15.823084,0.0886,1.0759,-0.1163,1.086
15.826154,0.0915,1.0776,-0.1254,1.089
15.830210,0.0952,1.0776,-0.1188,1.088
15.831049,0.0893,1.0752,-0.1136,1.085
15.833185,0.0908,1.0744,-0.1190,1.085
15.835405,0.0898,1.0803,-0.1229,1.091
15.837912,0.0903,1.0783,-0.1151,1.088
15.840893,0.0898,1.0786,-0.1158,1.088
15.849751,0.0886,1.0783,-0.1161,1.088
15.850930,0.0905,1.0771,-0.1146,1.087
15.851520,0.0895,1.0825,-0.1090,1.092
15.852091,0.0881,1.0862,-0.1129,1.096
15.852808,0.0864,1.0776,-0.1166,1.087
15.856612,0.0883,1.0744,-0.1122,1.084
15.864468,0.0869,1.0754,-0.1166,1.085
15.865587,0.0869,1.0788,-0.1149,1.088
15.866244,0.0891,1.0825,-0.1153,1.092
15.866874,0.0873,1.0776,-0.1105,1.087
15.868973,0.0883,1.0791,-0.1136,1.089
15.871468,0.0861,1.0808,-0.1141,1.090
15.874246,0.0869,1.0783,-0.1124,1.088
15.878768,0.0881,1.0822,-0.1114,1.092
15.879892,0.0866,1.0766,-0.1075,1.085
15.880883,0.0873,1.0769,-0.1105,1.086
15.884683,0.0854,1.0803,-0.1075,1.089
15.887881,0.0842,1.0759,-0.1100,1.085
15.888502,0.0871,1.0803,-0.1129,1.090
15.892002,0.0869,1.0786,-0.1173,1.088
15.895042,0.0895,1.0744,-0.1146,1.084
15.899532,0.0847,1.0761,-0.1122,1.085
15.900103,0.0864,1.0764,-0.1175,1.086
15.900675,0.0837,1.0798,-0.1183,1.089
15.903669,0.0842,1.0786,-0.1175,1.088
15.906370,0.0891,1.0779,-0.1166,1.088
15.909785,0.0878,1.0798,-0.1190,1.090
15.912660,0.0903,1.0761,-0.1244,1.087
15.914206,0.0861,1.0766,-0.1241,1.087
15.916463,0.0883,1.0796,-0.1263,1.091
15.918385,0.0935,1.0820,-0.1249,1.093
15.921173,0.0898,1.0805,-0.1224,1.091
15.924064,0.0935,1.0805,-0.1246,1.092
15.927389,0.0915,1.0840,-0.1234,1.095
15.928048,0.0917,1.0832,-0.1227,1.094
15.931771,0.0891,1.0830,-0.1195,1.093
15.933820,0.0898,1.0840,-0.1185,1.094
15.935901,0.0878,1.0830,-0.1136,1.092
15.938577,0.0886,1.0805,-0.1175,1.091
15.941218,0.0822,1.0815,-0.1180,1.091
15.949767,0.0861,1.0849,-0.1188,1.095
15.951443,0.0851,1.0854,-0.1097,1.094
15.952154,0.0876,1.0820,-0.1156,1.092
15.952728,0.0888,1.0818,-0.1222,1.092
15.953723,0.0886,1.0832,-0.1195,1.093
15.957816,0.0839,1.0798,-0.1158,1.089
15.971669,0.0876,1.0808,-0.1097,1.090
15.972509,0.0861,1.0793,-0.1090,1.088
15.976494,0.0834,1.0820,-0.1149,1.091
15.979830,0.0873,1.0825,-0.1114,1.092
15.981175,0.0869,1.0788,-0.1149,1.088
15.982807,0.0876,1.0759,-0.1163,1.086
15.983544,0.0856,1.0766,-0.1109,1.086
15.984842,0.0866,1.0771,-0.1127,1.086
15.985711,0.0895,1.0776,-0.1141,1.087
15.986231,0.0917,1.0739,-0.1105,1.083
15.986724,0.0917,1.0749,-0.1107,1.084
15.987477,0.0910,1.0766,-0.1117,1.086
16.000372,0.0900,1.0754,-0.1144,1.085
16.002454,0.0891,1.0715,-0.1127,1.081
16.003187,0.0869,1.0747,-0.1129,1.084
16.003756,0.0915,1.0744,-0.1095,1.084
16.004256,0.0900,1.0752,-0.1124,1.085
16.005066,0.0861,1.0761,-0.1075,1.085
16.005599,0.0869,1.0798,-0.1087,1.089
16.006170,0.0856,1.0803,-0.1134,1.090
16.010132,0.0859,1.0757,-0.1161,1.085
16.017251,0.0869,1.0771,-0.1158,1.087
16.017893,0.0837,1.0791,-0.1109,1.088
16.018516,0.0808,1.0769,-0.1171,1.086
16.019590,0.0851,1.0798,-0.1188,1.090
16.021389,0.0820,1.0783,-0.1139,1.087
16.025133,0.0832,1.0798,-0.1156,1.089
16.028560,0.0822,1.0769,-0.1168,1.086
16.029675,0.0810,1.0783,-0.1195,1.088
16.031997,0.0864,1.0822,-0.1171,1.092
16.034705,0.0854,1.0798,-0.1156,1.089
16.037188,0.0869,1.0779,-0.1163,1.088
16.039700,0.0876,1.0825,-0.1163,1.092
16.043155,0.0861,1.0805,-0.1127,1.090
16.047957,0.0815,1.0774,-0.1144,1.086
16.048515,0.0832,1.0759,-0.1146,1.085
16.049029,0.0861,1.0798,-0.1168,1.090
16.052251,0.0878,1.0779,-0.1139,1.087
16.054367,0.0844,1.0752,-0.1114,1.084
16.057428,0.0842,1.0793,-0.1129,1.088
16.060378,0.0864,1.0798,-0.1146,1.089
16.065631,0.0881,1.0766,-0.1146,1.086
16.066189,0.0864,1.0776,-0.1100,1.087
16.066694,0.0864,1.0774,-0.1146,1.087
16.069584,0.0851,1.0754,-0.1144,1.085
16.072745,0.0908,1.0779,-0.1139,1.088
16.075501,0.0888,1.0783,-0.1117,1.088
16.078534,0.0869,1.0776,-0.1112,1.087
16.080935,0.0851,1.0766,-0.1112,1.086
16.081798,0.0856,1.0744,-0.1122,1.084
16.085940,0.0849,1.0766,-0.1119,1.086
16.086696,0.0842,1.0722,-0.1083,1.081
16.089796,0.0839,1.0742,-0.1087,1.083
16.099747,0.0842,1.0786,-0.1139,1.088
16.100679,0.0795,1.0766,-0.1166,1.086
16.101356,0.0832,1.0798,-0.1156,1.089
16.101951,0.0832,1.0791,-0.1195,1.089
16.102711,0.0861,1.0793,-0.1180,1.089
16.107816,0.0830,1.0796,-0.1122,1.089
16.108556,0.0815,1.0801,-0.1114,1.089
16.115274,0.0847,1.0786,-0.1090,1.087
16.116268,0.0808,1.0764,-0.1124,1.085
16.117332,0.0771,1.0779,-0.1175,1.087
16.118004,0.0832,1.0803,-0.1136,1.089
16.119747,0.0849,1.0818,-0.1090,1.091
16.123768,0.0815,1.0805,-0.1141,1.090
16.124502,0.0820,1.0820,-0.1149,1.091
16.131001,0.0812,1.0774,-0.1144,1.086
16.131948,0.0856,1.0820,-0.1114,1.091
16.132603,0.0832,1.0810,-0.1127,1.090
16.134987,0.0869,1.0791,-0.1131,1.088
16.137676,0.0859,1.0793,-0.1092,1.088
16.141184,0.0815,1.0820,-0.1095,1.091
16.145837,0.0856,1.0783,-0.1122,1.088
16.147726,0.0856,1.0801,-0.1107,1.089
16.148541,0.0844,1.0801,-0.1085,1.089
16.151902,0.0820,1.0791,-0.1114,1.088
16.152468,0.0871,1.0776,-0.1114,1.087
16.154681,0.0876,1.0793,-0.1119,1.089
16.157676,0.0893,1.0779,-0.1092,1.087
16.163600,0.0866,1.0815,-0.1117,1.091
16.164744,0.0905,1.0827,-0.1129,1.092
16.166056,0.0895,1.0788,-0.1144,1.089
16.166677,0.0844,1.0791,-0.1109,1.088
16.169488,0.0861,1.0803,-0.1151,1.090
16.172781,0.0837,1.0805,-0.1100,1.089
16.178528,0.0827,1.0803,-0.1061,1.089
16.179656,0.0837,1.0783,-0.1102,1.087
16.180347,0.0849,1.0766,-0.1087,1.085
16.182972,0.0883,1.0820,-0.1127,1.091
16.185340,0.0881,1.0818,-0.1114,1.091
16.187649,0.0878,1.0786,-0.1109,1.088
16.190381,0.0837,1.0783,-0.1109,1.087
16.200695,0.0856,1.0801,-0.1129,1.089
16.201827,0.0893,1.0827,-0.1151,1.092
16.202943,0.0815,1.0801,-0.1136,1.089
16.203564,0.0839,1.0801,-0.1141,1.089
16.204209,0.0869,1.0759,-0.1175,1.086
16.204964,0.0810,1.0822,-0.1136,1.091
16.213895,0.0847,1.0849,-0.1131,1.094
16.214663,0.0827,1.0791,-0.1136,1.088
16.215226,0.0834,1.0769,-0.1124,1.086
16.215765,0.0864,1.0837,-0.1100,1.093
16.217622,0.0810,1.0844,-0.1105,1.093
16.221195,0.0817,1.0825,-0.1078,1.091
16.221985,0.0842,1.0791,-0.1109,1.088
16.228961,0.0830,1.0825,-0.1095,1.091
16.229925,0.0864,1.0761,-0.1109,1.085
16.230780,0.0812,1.0774,-0.1156,1.087
16.232814,0.0873,1.0810,-0.1070,1.090
16.236078,0.0861,1.0805,-0.1083,1.089
16.237521,0.0849,1.0793,-0.1100,1.088
16.240385,0.0871,1.0798,-0.1136,1.089
16.242910,0.0876,1.0779,-0.1109,1.087
16.249041,0.0871,1.0805,-0.1097,1.090
16.249742,0.0861,1.0815,-0.1083,1.090
16.250388,0.0844,1.0781,-0.1087,1.087
16.252905,0.0839,1.0803,-0.1095,1.089
16.255028,0.0910,1.0732,-0.1122,1.083
16.258179,0.0900,1.0803,-0.1056,1.089
16.264748,0.0881,1.0837,-0.1041,1.092
16.265541,0.0900,1.0803,-0.1070,1.089
16.266010,0.0883,1.0779,-0.1058,1.087
16.267916,0.0895,1.0786,-0.1048,1.087
16.270780,0.0925,1.0776,-0.1065,1.087
16.273208,0.0917,1.0774,-0.1002,1.086
16.280772,0.0930,1.0764,-0.1012,1.085
16.281457,0.0908,1.0752,-0.1007,1.084
16.281916,0.0947,1.0783,-0.1026,1.087
16.282463,0.0932,1.0766,-0.1004,1.085
16.285276,0.0922,1.0749,-0.1036,1.084
16.288237,0.0913,1.0752,-0.1056,1.084
16.290604,0.0937,1.0759,-0.1092,1.085
16.293230,0.0932,1.0764,-0.1085,1.086
16.295659,0.0910,1.0757,-0.1095,1.085
16.297985,0.0939,1.0757,-0.1158,1.086
16.301415,0.0917,1.0732,-0.1124,1.083
16.302876,0.0925,1.0757,-0.1117,1.085
16.307168,0.0942,1.0732,-0.1129,1.083
16.310550,0.0910,1.0781,-0.1161,1.088
16.314824,0.0883,1.0757,-0.1171,1.086
16.315290,0.0925,1.0739,-0.1151,1.084
16.315662,0.0922,1.0752,-0.1168,1.085
16.318922,0.0925,1.0739,-0.1124,1.084
16.320203,0.0922,1.0774,-0.1102,1.087
16.322682,0.0895,1.0727,-0.1122,1.082
16.325623,0.0925,1.0722,-0.1141,1.082
16.328320,0.0900,1.0761,-0.1097,1.085
16.331465,0.0922,1.0764,-0.1065,1.086
16.333235,0.0935,1.0715,-0.1073,1.081
16.335180,0.0966,1.0737,-0.1085,1.083
16.338067,0.0913,1.0771,-0.1080,1.086
16.340207,0.0871,1.0788,-0.1102,1.088
16.346303,0.0930,1.0796,-0.1136,1.089
16.347481,0.0917,1.0813,-0.1131,1.091
16.348414,0.0920,1.0857,-0.1188,1.096
16.350869,0.0942,1.0847,-0.1232,1.096
16.353368,0.0930,1.0830,-0.1217,1.094
16.355707,0.0932,1.0832,-0.1300,1.095
16.358662,0.0922,1.0820,-0.1307,1.094
16.360286,0.0949,1.0844,-0.1356,1.097
16.363539,0.0932,1.0859,-0.1368,1.098
16.365469,0.0988,1.0876,-0.1346,1.100
16.367941,0.0961,1.0862,-0.1368,1.099
16.370324,0.0922,1.0859,-0.1327,1.098
16.373005,0.0910,1.0835,-0.1334,1.095
16.379520,0.0942,1.0840,-0.1342,1.096
16.380357,0.0991,1.0832,-0.1312,1.096
16.380939,0.0942,1.0844,-0.1324,1.097
16.383736,0.0903,1.0849,-0.1283,1.096
16.385677,0.0935,1.0840,-0.1183,1.094
16.388253,0.0939,1.0791,-0.1173,1.089
16.391085,0.0930,1.0798,-0.1119,1.090
16.395782,0.0915,1.0805,-0.1109,1.090
16.396439,0.0966,1.0820,-0.1112,1.092
16.398795,0.0922,1.0813,-0.1087,1.091
16.401115,0.0913,1.0786,-0.1087,1.088
16.403105,0.0876,1.0769,-0.1114,1.086
16.405834,0.0895,1.0798,-0.1107,1.089
16.411281,0.0925,1.0820,-0.1090,1.091
16.412043,0.0883,1.0796,-0.1065,1.088
16.413673,0.0903,1.0783,-0.1095,1.088
16.416021,0.0895,1.0766,-0.1092,1.086
16.418596,0.0903,1.0764,-0.1058,1.085
16.421063,0.0883,1.0722,-0.1087,1.081
16.424022,0.0866,1.0730,-0.1102,1.082
16.427313,0.0932,1.0747,-0.1070,1.084
16.428580,0.0910,1.0761,-0.1080,1.085
16.430984,0.0915,1.0727,-0.1134,1.083
16.433747,0.0910,1.0725,-0.1141,1.082
16.436124,0.0895,1.0710,-0.1090,1.080
16.438796,0.0949,1.0691,-0.1131,1.079
16.441271,0.0976,1.0720,-0.1122,1.082
16.445119,0.0993,1.0742,-0.1127,1.085
16.448555,0.0949,1.0715,-0.1124,1.082
16.449084,0.0988,1.0717,-0.1153,1.082
16.451304,0.0947,1.0781,-0.1127,1.088
16.453724,0.1003,1.0732,-0.1156,1.084
16.456210,0.0957,1.0742,-0.1163,1.085
16.465659,0.0944,1.0735,-0.1161,1.084
16.470436,0.0996,1.0749,-0.1222,1.086
16.471817,0.0957,1.0761,-0.1261,1.088
16.472713,0.0961,1.0769,-0.1178,1.088
16.473725,0.0957,1.0747,-0.1156,1.085
16.474646,0.0954,1.0798,-0.1205,1.091
16.475243,0.0971,1.0786,-0.1210,1.090
16.485829,0.0935,1.0786,-0.1197,1.089
16.486529,0.0883,1.0810,-0.1219,1.091
16.487015,0.0913,1.0761,-0.1246,1.087
16.487486,0.0944,1.0822,-0.1268,1.094
16.487957,0.0930,1.0801,-0.1224,1.091
16.488449,0.0886,1.0779,-0.1232,1.088
16.499751,0.0864,1.0786,-0.1293,1.090
16.500406,0.0871,1.0810,-0.1283,1.092
16.500925,0.0864,1.0791,-0.1251,1.090
16.501405,0.0900,1.0744,-0.1258,1.086
16.501891,0.0886,1.0771,-0.1227,1.088
16.504153,0.0903,1.0752,-0.1239,1.086
16.506976,0.0871,1.0764,-0.1232,1.087
16.509907,0.0861,1.0771,-0.1202,1.087
16.512301,0.0925,1.0742,-0.1222,1.085
16.514988,0.0925,1.0759,-0.1212,1.087
16.516978,0.0910,1.0766,-0.1249,1.088
16.518949,0.0908,1.0791,-0.1158,1.089
16.521749,0.0886,1.0781,-0.1197,1.088
16.524330,0.0947,1.0735,-0.1205,1.084
16.531145,0.0937,1.0764,-0.1190,1.087
16.532144,0.0876,1.0757,-0.1197,1.086
16.532562,0.0903,1.0705,-0.1197,1.081
16.533970,0.0939,1.0769,-0.1146,1.087
16.537521,0.0913,1.0732,-0.1149,1.083
16.539190,0.0908,1.0727,-0.1131,1.082
16.542771,0.0922,1.0752,-0.1139,1.085
16.546949,0.0922,1.0720,-0.1139,1.082
16.547688,0.0905,1.0695,-0.1105,1.079
16.550550,0.0944,1.0720,-0.1139,1.082
16.552914,0.0961,1.0737,-0.1107,1.084
16.555145,0.0917,1.0735,-0.1129,1.083
16.557627,0.0964,1.0725,-0.1139,1.083
16.560877,0.0935,1.0771,-0.1136,1.087
16.564906,0.0920,1.0754,-0.1166,1.086
16.565926,0.0893,1.0713,-0.1134,1.081
16.566698,0.0930,1.0735,-0.1119,1.083
16.569536,0.0930,1.0727,-0.1129,1.083
16.571711,0.0895,1.0700,-0.1178,1.080
16.574627,0.0903,1.0752,-0.1141,1.085
16.586186,0.0922,1.0791,-0.1149,1.089
16.587016,0.0939,1.0744,-0.1151,1.085
16.588251,0.0942,1.0717,-0.1175,1.082
16.588886,0.0910,1.0725,-0.1168,1.083
16.589537,0.0922,1.0730,-0.1163,1.083
16.590162,0.0917,1.0779,-0.1163,1.088
16.592861,0.0927,1.0776,-0.1180,1.088
16.612057,0.0915,1.0761,-0.1256,1.087
16.613130,0.0866,1.0820,-0.1227,1.092
16.613624,0.0886,1.0779,-0.1239,1.089
16.614072,0.0888,1.0786,-0.1261,1.090
16.614715,0.0895,1.0791,-0.1268,1.090
16.615531,0.0910,1.0805,-0.1263,1.092
16.616640,0.0922,1.0803,-0.1271,1.092
16.617654,0.0927,1.0852,-0.1254,1.096
16.618224,0.0915,1.0837,-0.1254,1.095
16.618634,0.0893,1.0825,-0.1298,1.094
16.628903,0.0881,1.0818,-0.1290,1.093
16.629523,0.0888,1.0866,-0.1307,1.098
16.630034,0.0908,1.0830,-0.1288,1.094
16.630516,0.0903,1.0849,-0.1251,1.096
16.631325,0.0883,1.0854,-0.1266,1.096
16.631918,0.0878,1.0810,-0.1249,1.092
16.638281,0.0944,1.0810,-0.1258,1.092
16.639314,0.0893,1.0854,-0.1254,1.096
16.640098,0.0881,1.0881,-0.1229,1.099
16.644664,0.0917,1.0835,-0.1278,1.095
16.645581,0.0847,1.0827,-0.1288,1.094
16.648605,0.0825,1.0854,-0.1227,1.095
16.649807,0.0859,1.0815,-0.1276,1.092
16.652083,0.0859,1.0779,-0.1239,1.088
16.654938,0.0864,1.0803,-0.1234,1.091
16.660108,0.0917,1.0759,-0.1185,1.086
16.662917,0.0873,1.0742,-0.1166,1.084
16.663775,0.0842,1.0820,-0.1227,1.092
16.666893,0.0891,1.0820,-0.1214,1.092
16.668033,0.0908,1.0759,-0.1188,1.086
16.671136,0.0913,1.0742,-0.1178,1.084
16.674180,0.0900,1.0754,-0.1190,1.086
16.675204,0.0876,1.0747,-0.1188,1.085
16.679263,0.0869,1.0783,-0.1171,1.088
16.680058,0.0900,1.0757,-0.1190,1.086
16.683594,0.0866,1.0776,-0.1236,1.088
16.684962,0.0866,1.0793,-0.1192,1.089
16.689838,0.0832,1.0776,-0.1205,1.088
16.690416,0.0805,1.0822,-0.1232,1.092
16.700493,0.0859,1.0769,-0.1214,1.087
16.701122,0.0815,1.0820,-0.1258,1.092
16.701522,0.0827,1.0830,-0.1251,1.093
16.701995,0.0766,1.0786,-0.1268,1.089
16.702431,0.0768,1.0786,-0.1273,1.089
16.706579,0.0768,1.0786,-0.1295,1.089
16.707055,0.0778,1.0757,-0.1344,1.087
16.716341,0.0756,1.0805,-0.1305,1.091
16.716982,0.0768,1.0805,-0.1346,1.092
16.717498,0.0766,1.0727,-0.1381,1.084
16.718039,0.0783,1.0783,-0.1366,1.090
16.721075,0.0742,1.0791,-0.1339,1.090
16.722778,0.0768,1.0815,-0.1349,1.093
16.727792,0.0754,1.0805,-0.1373,1.092
16.728728,0.0746,1.0769,-0.1390,1.088
16.730859,0.0773,1.0732,-0.1412,1.085
16.734367,0.0788,1.0749,-0.1395,1.087
16.735130,0.0788,1.0793,-0.1449,1.092
16.737824,0.0771,1.0761,-0.1410,1.088
16.740475,0.0795,1.0771,-0.1390,1.089
16.744425,0.0834,1.0769,-0.1400,1.089
16.745245,0.0844,1.0749,-0.1437,1.088
16.749332,0.0854,1.0761,-0.1459,1.089
16.749907,0.0851,1.0769,-0.1434,1.090
16.752812,0.0844,1.0754,-0.1427,1.088
16.755445,0.0851,1.0715,-0.1469,1.085
16.758659,0.0859,1.0793,-0.1456,1.092
16.761952,0.0881,1.0822,-0.1415,1.095
16.763918,0.0834,1.0749,-0.1432,1.088
16.766266,0.0851,1.0744,-0.1405,1.087
16.769717,0.0854,1.0759,-0.1449,1.089
16.770381,0.0871,1.0737,-0.1420,1.087
16.773267,0.0881,1.0722,-0.1415,1.085
16.783296,0.0866,1.0720,-0.1376,1.084
16.783910,0.0849,1.0703,-0.1366,1.082
16.784427,0.0849,1.0759,-0.1422,1.089
16.785140,0.0905,1.0720,-0.1388,1.085
16.785676,0.0905,1.0691,-0.1383,1.082
16.789452,0.0883,1.0698,-0.1366,1.082
16.791525,0.0854,1.0717,-0.1349,1.084
16.807828,0.0861,1.0735,-0.1398,1.086
16.809147,0.0915,1.0700,-0.1412,1.083
16.810917,0.0910,1.0651,-0.1388,1.078
16.811867,0.0888,1.0695,-0.1381,1.082
16.812426,0.0859,1.0717,-0.1320,1.083
16.812953,0.0900,1.0688,-0.1373,1.081
16.813488,0.0917,1.0713,-0.1368,1.084
16.815337,0.0859,1.0659,-0.1383,1.078
16.816350,0.0871,1.0683,-0.1361,1.080
16.816851,0.0895,1.0700,-0.1273,1.081
16.817359,0.0920,1.0698,-0.1295,1.082
16.821929,0.0913,1.0637,-0.1342,1.076
16.822293,0.0910,1.0686,-0.1334,1.081
16.828690,0.0900,1.0666,-0.1356,1.079
16.829410,0.0895,1.0708,-0.1334,1.083
16.831863,0.0908,1.0695,-0.1356,1.082
16.832935,0.0878,1.0632,-0.1381,1.076
16.835847,0.0864,1.0669,-0.1376,1.079
16.839061,0.0851,1.0715,-0.1322,1.083
16.840490,0.0859,1.0683,-0.1285,1.079
16.844898,0.0908,1.0676,-0.1363,1.080
16.845914,0.0930,1.0669,-0.1390,1.080
16.847958,0.0910,1.0688,-0.1356,1.081
16.851089,0.0903,1.0713,-0.1346,1.083
16.853475,0.0859,1.0705,-0.1356,1.082
16.855761,0.0925,1.0727,-0.1383,1.086
16.859111,0.0908,1.0739,-0.1371,1.086
16.862380,0.0881,1.0739,-0.1393,1.087
16.865515,0.0869,1.0754,-0.1398,1.088
16.865875,0.0866,1.0757,-0.1410,1.088
16.868418,0.0881,1.0786,-0.1395,1.091
16.870158,0.0903,1.0786,-0.1376,1.091
16.872962,0.0893,1.0761,-0.1434,1.089
16.876294,0.0876,1.0783,-0.1466,1.092
16.879576,0.0878,1.0801,-0.1429,1.093
16.880136,0.0866,1.0776,-0.1461,1.091
16.882928,0.0854,1.0771,-0.1415,1.090
16.885681,0.0861,1.0764,-0.1420,1.089
16.887846,0.0869,1.0769,-0.1500,1.091
16.890648,0.0891,1.0793,-0.1517,1.094
16.896196,0.0859,1.0776,-0.1437,1.091
16.896916,0.0873,1.0725,-0.1478,1.086
16.898593,0.0869,1.0805,-0.1488,1.094
16.901802,0.0881,1.0783,-0.1522,1.093
16.903620,0.0930,1.0788,-0.1520,1.093
16.906757,0.0922,1.0752,-0.1542,1.090
16.913404,0.0910,1.0808,-0.1508,1.095
16.914008,0.0903,1.0747,-0.1466,1.088
16.914492,0.0922,1.0752,-0.1488,1.089
16.915919,0.0937,1.0754,-0.1505,1.090
16.918940,0.0910,1.0786,-0.1535,1.093
16.921334,0.0930,1.0771,-0.1535,1.092
16.923754,0.0925,1.0742,-0.1527,1.089
16.934954,0.0930,1.0688,-0.1566,1.084
16.936720,0.0983,1.0735,-0.1525,1.089
16.937708,0.0947,1.0732,-0.1517,1.088
16.938809,0.0935,1.0764,-0.1520,1.091
16.939524,0.0964,1.0779,-0.1576,1.094
16.940118,0.0966,1.0720,-0.1588,1.088
16.940652,0.0966,1.0752,-0.1588,1.091
16.952093,0.0974,1.0747,-0.1576,1.091
16.953212,0.0969,1.0732,-0.1603,1.089
16.953931,0.0986,1.0781,-0.1552,1.094
16.954629,0.1023,1.0742,-0.1552,1.090
16.955085,0.1020,1.0769,-0.1574,1.093
16.957101,0.1008,1.0810,-0.1520,1.096
16.961591,0.1037,1.0771,-0.1513,1.093
16.962487,0.0966,1.0764,-0.1495,1.091
16.963036,0.1035,1.0822,-0.1508,1.098
16.967057,0.1125,1.0866,-0.1429,1.102
16.968341,0.1101,1.0871,-0.1427,1.102
16.970890,0.1091,1.0871,-0.1422,1.102
16.973546,0.1081,1.0864,-0.1439,1.101
16.978867,0.1113,1.0854,-0.1403,1.100
16.979512,0.1106,1.0874,-0.1410,1.102
16.980821,0.1057,1.0871,-0.1432,1.102
16.983245,0.1032,1.0835,-0.1473,1.098
16.986314,0.1040,1.0744,-0.1510,1.090
16.988350,0.1032,1.0754,-0.1542,1.091
16.991396,0.1027,1.0727,-0.1527,1.088
16.997191,0.1120,1.0710,-0.1513,1.087
16.997988,0.1142,1.0739,-0.1498,1.090
16.998453,0.1184,1.0798,-0.1412,1.095
17.000988,0.1159,1.0820,-0.1354,1.097
17.003514,0.1128,1.0808,-0.1334,1.095
17.006919,0.1020,1.0764,-0.1327,1.089
17.012757,0.0959,1.0700,-0.1398,1.083
17.013614,0.0932,1.0632,-0.1429,1.077
17.014066,0.0932,1.0586,-0.1427,1.072
17.017355,0.0922,1.0551,-0.1471,1.069
17.018369,0.0881,1.0493,-0.1456,1.063
17.021018,0.0832,1.0498,-0.1471,1.063
17.023754,0.0803,1.0471,-0.1486,1.061
17.032121,0.0759,1.0434,-0.1493,1.057
17.032853,0.0727,1.0432,-0.1469,1.056
17.033699,0.0786,1.0446,-0.1461,1.058
17.034291,0.0798,1.0397,-0.1410,1.052
17.037678,0.0800,1.0471,-0.1429,1.060
17.039821,0.0812,1.0517,-0.1405,1.064
17.041798,0.0798,1.0505,-0.1432,1.063
17.046132,0.0808,1.0539,-0.1407,1.066
17.047998,0.0808,1.0556,-0.1403,1.068
17.048631,0.0808,1.0603,-0.1388,1.072
17.052863,0.0805,1.0669,-0.1385,1.079
17.053492,0.0864,1.0622,-0.1469,1.076
17.059211,0.0837,1.0642,-0.1476,1.078
17.062910,0.0827,1.0705,-0.1434,1.083
17.063699,0.0844,1.0783,-0.1459,1.091
17.064334,0.0886,1.0803,-0.1508,1.094
17.068492,0.0817,1.0815,-0.1451,1.094
17.069169,0.0803,1.0796,-0.1454,1.092
17.073919,0.0783,1.0837,-0.1398,1.095
17.074471,0.0786,1.0786,-0.1473,1.091
17.077646,0.0737,1.0840,-0.1513,1.097
17.080056,0.0683,1.0815,-0.1447,1.093
17.081467,0.0705,1.0832,-0.1449,1.095
17.084140,0.0673,1.0832,-0.1476,1.095
17.088248,0.0663,1.0820,-0.1520,1.095
17.088796,0.0634,1.0818,-0.1503,1.094
17.092987,0.0651,1.0808,-0.1510,1.093
17.098921,0.0661,1.0825,-0.1544,1.095
17.101119,0.0644,1.0820,-0.1566,1.095
17.101867,0.0632,1.0774,-0.1613,1.091
17.102543,0.0632,1.0771,-0.1635,1.091
17.108228,0.0649,1.0793,-0.1669,1.094
17.108856,0.0705,1.0796,-0.1696,1.095
17.109352,0.0663,1.0759,-0.1659,1.091
17.114024,0.0698,1.0805,-0.1684,1.096
17.115407,0.0712,1.0744,-0.1715,1.090
17.117632,0.0727,1.0827,-0.1688,1.098
17.120084,0.0778,1.0803,-0.1664,1.096
17.122162,0.0778,1.0779,-0.1747,1.095
17.125979,0.0707,1.0735,-0.1657,1.088
17.134310,0.0795,1.0695,-0.1605,1.084
